"times","A_flux","inert_flux","A_concentration","AZ_concentration","A_rate","AZ_rate"
0.901,0.316773051637228,0.340053806989296,0.285991533582289,0.0167947610086275,-0.00700495655291844,-0.0405944785701735
0.902,0.316008293913019,0.339215883954623,0.285301081256013,0.0167542155398274,-0.00698806735213364,-0.0404964984317885
0.903,0.315245382242012,0.338380025629927,0.284612295743628,0.0167137679330544,-0.00697121855591654,-0.0403987544220254
0.904,0.314484312171859,0.337546226927761,0.283925173022998,0.0166734179524616,-0.00695441007278408,-0.0403012459777073
0.905,0.313725079260883,0.336714482773206,0.283239709081666,0.0166331653627645,-0.00693764181137463,-0.0402039725369037
0.906,0.312967679078062,0.335884788103847,0.28255589991683,0.0165930099292402,-0.00692091368044967,-0.04010693353893
0.907,0.312212107202996,0.335057137869738,0.281873741535318,0.0165529514177255,-0.00690422558889509,-0.0400101284243462
0.908,0.31145835922589,0.334231527033372,0.281193229953571,0.0165129895946164,-0.00688757744572177,-0.0399135566349546
0.909,0.310706430747525,0.333407950569654,0.280514361197615,0.0164731242268662,-0.00687096916006769,-0.0398172176138002
0.91,0.309956317379234,0.332586403465864,0.279837131303039,0.0164333550819847,-0.00685440064119869,-0.039721110805168
0.911,0.309208014742879,0.331766880721633,0.279161536314975,0.0163936819280366,-0.00683787179850986,-0.039625235654583
0.912,0.308461518470827,0.33094937734891,0.278487572288074,0.0163541045336406,-0.00682138254152637,-0.0395295916088075
0.913,0.307716824205925,0.330133888371929,0.277815235286483,0.016314622667968,-0.00680493277990513,-0.0394341781158412
0.914,0.306973927601473,0.329320408827185,0.277144521383823,0.0162752361007416,-0.00678852242343542,-0.0393389946249185
0.915,0.306232824321205,0.328508933763396,0.276475426663166,0.016235944602234,-0.00677215138204001,-0.0392440405865081
0.916,0.305493510039263,0.327699458241482,0.275807947217014,0.0161967479432672,-0.0067558195657767,-0.039149315452311
0.917,0.304755980440169,0.326891977334527,0.275142079147277,0.0161576458952104,-0.00673952688483881,-0.0390548186752595
0.918,0.304020231218806,0.326086486127754,0.274477818565247,0.0161186382299795,-0.00672327324955652,-0.0389605497095156
0.919,0.303286258080393,0.325282979718492,0.273815161591581,0.0160797247200358,-0.00670705857039716,-0.0388665080104687
0.92,0.302554056740458,0.324481453216149,0.273154104356275,0.0160409051383842,-0.00669088275796753,-0.0387726930347359
0.921,0.301823622924817,0.323681901742181,0.272494642998642,0.0160021792585726,-0.00667474572301335,-0.0386791042401586
0.922,0.30109495236955,0.322884320430061,0.271836773667294,0.0159635468546905,-0.0066586473764213,-0.0385857410858022
0.923,0.300368040820975,0.322088704425252,0.271180492520114,0.0159250077013675,-0.00664258762921915,-0.0384926030319542
0.924,0.299642884035626,0.321295048885177,0.270525795724238,0.0158865615737726,-0.00662656639257725,-0.0383996895401224
0.925,0.298919477780228,0.320503348979189,0.269872679456033,0.0158482082476124,-0.00661058357780869,-0.0383070000730334
0.926,0.298197817831677,0.319713599888539,0.269221139901074,0.0158099474991303,-0.0065946390963707,-0.0382145340946313
0.927,0.297477899977009,0.318925796806352,0.26857117325412,0.0157717791051052,-0.00657873285986504,-0.0381222910700754
0.928,0.296759720013384,0.318139934937594,0.267922775719098,0.0157337028428501,-0.00656286478003898,-0.0380302704657391
0.929,0.296043273748057,0.317356009499046,0.267275943509074,0.0156957184902111,-0.00654703476878665,-0.0379384717492088
0.93,0.295328556998357,0.31657401571927,0.266630672846238,0.0156578258255661,-0.00653124273814848,-0.0378468943892807
0.931,0.294615565591665,0.315793948838584,0.265986959961879,0.0156200246278237,-0.00651548860031254,-0.0377555378559599
0.932,0.293904295365385,0.315015804109034,0.265344801096362,0.0155823146764216,-0.00649977226761594,-0.0376644016204592
0.933,0.293194742166927,0.31423957679436,0.264704192499109,0.015544695751326,-0.00648409365254482,-0.0375734851551969
0.934,0.292486901853679,0.313465262169974,0.264065130428578,0.0155071676330299,-0.00646845266773433,-0.0374827879337942
0.935,0.291780770292986,0.312692855522924,0.263427611152238,0.0154697301025522,-0.006452849225971,-0.0373923094310754
0.936,0.291076343362126,0.311922352151873,0.262791630946551,0.0154323829414362,-0.00643728324019177,-0.0373020491230643
0.937,0.290373616948286,0.311153747367063,0.262157186096948,0.0153951259317488,-0.00642175462348549,-0.0372120064869831
0.938,0.28967258694854,0.310387036490292,0.261524272897812,0.0153579588560788,-0.00640626328909322,-0.0371221810012509
0.939,0.288973249269826,0.309622214854883,0.26089288765245,0.0153208814975363,-0.00639080915040902,-0.0370325721454817
0.94,0.288275599828923,0.308859277805657,0.260263026673078,0.015283893639751,-0.00637539212097987,-0.0369431794004818
0.941,0.287579634552424,0.308098220698904,0.259634686280796,0.0152469950668711,-0.00636001211450715,-0.0368540022482494
0.942,0.28688534937672,0.307339038902353,0.259007862805568,0.0152101855635625,-0.00634466904484654,-0.0367650401719715
0.943,0.28619274024797,0.306581727795148,0.258382552586203,0.0151734649150071,-0.00632936282600832,-0.0366762926560225
0.944,0.285501803122083,0.305826282767815,0.257758751970329,0.0151368329069018,-0.00631409337215888,-0.0365877591859625
0.945,0.284812533964693,0.305072699222239,0.257136457314376,0.0151002893254576,-0.00629886059761986,-0.0364994392485351
0.946,0.284124928751137,0.304320972571632,0.256515664983555,0.0150638339573979,-0.00628366441686978,-0.0364113323316656
0.947,0.28343898346643,0.303571098240507,0.255896371351836,0.0150274665899577,-0.00626850474454382,-0.0363234379244593
0.948,0.282754694105246,0.30282307166465,0.255278572801924,0.0149911870108824,-0.00625338149543436,-0.0362357555171991
0.949,0.282072056671892,0.302076888291092,0.254662265725246,0.0149549950084262,-0.00623829458449182,-0.0361482846013443
0.95,0.281391067180286,0.301332543578082,0.254047446521921,0.0149188903713517,-0.00622324392682433,-0.0360610246695277
0.951,0.280711721653936,0.300590032995058,0.253434111600748,0.0148828728889279,-0.00620822943769839,-0.0359739752155542
0.952,0.280034016125915,0.29984935202262,0.252822257379177,0.0148469423509296,-0.00619325103253993,-0.0358871357343992
0.953,0.279357946638842,0.299110496152504,0.252211880283295,0.0148110985476361,-0.00617830862693375,-0.035800505722206
0.954,0.278683509244855,0.298373460887553,0.251602976747802,0.0147753412698298,-0.0061634021366242,-0.0357140846762838
0.955,0.278010700005592,0.29763824174169,0.250995543215992,0.0147396703087953,-0.0061485314775156,-0.0356278720951062
0.956,0.277339514992166,0.296904834239891,0.250389576139731,0.0147040854563182,-0.00613369656567264,-0.035541867478309
0.957,0.276669950285147,0.296173233918157,0.249785071979437,0.0146685865046837,-0.00611889731732057,-0.0354560703266879
0.958,0.276002001974533,0.295443436323487,0.249182027204061,0.0146331732466758,-0.00610413364884521,-0.0353704801421967
0.959,0.275335666159734,0.294715437013853,0.248580438291064,0.0145978454755759,-0.00608940547679399,-0.0352850964279457
