times,A_flux,inert_flux,A_concentration,AZ_concentration,A_rate,AZ_rate,A_uptake
0.766,0.16809,0.47445,0.14413,0.43406,0.0938,0.0938,0.43396
0.767,0.16749,0.47329,0.14361,0.43415,0.09345,0.09345,0.43406
0.768,0.16688,0.47212,0.14309,0.43425,0.0931,0.0931,0.43415
0.769,0.16628,0.47096,0.14258,0.43434,0.09275,0.09275,0.43424
0.77,0.16569,0.4698,0.14207,0.43443,0.0924,0.0924,0.43433
0.771,0.16509,0.46864,0.14156,0.43453,0.09205,0.09205,0.43443
0.772,0.1645,0.46748,0.14105,0.43462,0.09171,0.09171,0.43452
0.773,0.16391,0.46633,0.14054,0.43471,0.09136,0.09136,0.43461
0.774,0.16332,0.46518,0.14004,0.4348,0.09102,0.09102,0.4347
0.775,0.16273,0.46404,0.13954,0.43489,0.09068,0.09068,0.43479
0.776,0.16215,0.46289,0.13904,0.43498,0.09034,0.09034,0.43488
0.777,0.16157,0.46175,0.13854,0.43507,0.09,0.09,0.43497
0.778,0.16098,0.46061,0.13804,0.43516,0.08967,0.08967,0.43506
0.779,0.16041,0.45948,0.13754,0.43525,0.08933,0.08933,0.43515
0.78,0.15983,0.45835,0.13705,0.43534,0.08899,0.08899,0.43524
0.781,0.15926,0.45722,0.13656,0.43543,0.08866,0.08866,0.43533
0.782,0.15868,0.45609,0.13607,0.43552,0.08833,0.08833,0.43542
0.783,0.15811,0.45497,0.13558,0.43561,0.088,0.088,0.4355
0.784,0.15755,0.45385,0.13509,0.43569,0.08767,0.08767,0.43559
0.785,0.15698,0.45273,0.13461,0.43578,0.08734,0.08734,0.43568
0.786,0.15642,0.45161,0.13413,0.43587,0.08701,0.08701,0.43577
0.787,0.15586,0.4505,0.13365,0.43596,0.08669,0.08669,0.43585
0.788,0.1553,0.44939,0.13317,0.43604,0.08636,0.08636,0.43594
0.789,0.15474,0.44828,0.13269,0.43613,0.08604,0.08604,0.43603
0.79,0.15418,0.44718,0.13221,0.43621,0.08572,0.08572,0.43611
0.791,0.15363,0.44608,0.13174,0.4363,0.0854,0.0854,0.4362
0.792,0.15308,0.44498,0.13127,0.43638,0.08508,0.08508,0.43628
0.793,0.15253,0.44388,0.13079,0.43647,0.08476,0.08476,0.43637
0.794,0.15198,0.44279,0.13033,0.43655,0.08445,0.08445,0.43645
0.795,0.15143,0.44169,0.12986,0.43664,0.08413,0.08413,0.43654
0.796,0.15089,0.44061,0.12939,0.43672,0.08382,0.08382,0.43662
0.797,0.15035,0.43952,0.12893,0.43681,0.0835,0.0835,0.4367
0.798,0.14981,0.43844,0.12847,0.43689,0.08319,0.08319,0.43679
0.799,0.14927,0.43736,0.128,0.43697,0.08288,0.08288,0.43687
0.8,0.14873,0.43628,0.12755,0.43706,0.08257,0.08257,0.43695
0.801,0.1482,0.4352,0.12709,0.43714,0.08226,0.08226,0.43703
0.802,0.14767,0.43413,0.12663,0.43722,0.08196,0.08196,0.43712
0.803,0.14714,0.43306,0.12618,0.4373,0.08165,0.08165,0.4372
0.804,0.14661,0.432,0.12573,0.43738,0.08135,0.08135,0.43728
0.805,0.14608,0.43093,0.12527,0.43746,0.08104,0.08104,0.43736
0.806,0.14556,0.42987,0.12483,0.43755,0.08074,0.08074,0.43744
0.807,0.14504,0.42881,0.12438,0.43763,0.08044,0.08044,0.43752
0.808,0.14452,0.42775,0.12393,0.43771,0.08014,0.08014,0.4376
0.809,0.144,0.4267,0.12349,0.43779,0.07984,0.07984,0.43768
0.81,0.14348,0.42565,0.12304,0.43787,0.07954,0.07954,0.43776
0.811,0.14297,0.4246,0.1226,0.43795,0.07925,0.07925,0.43784
0.812,0.14245,0.42355,0.12216,0.43802,0.07895,0.07895,0.43792
0.813,0.14194,0.42251,0.12173,0.4381,0.07866,0.07866,0.438
0.814,0.14143,0.42147,0.12129,0.43818,0.07836,0.07836,0.43807
0.815,0.14092,0.42043,0.12085,0.43826,0.07807,0.07807,0.43815
0.816,0.14042,0.41939,0.12042,0.43834,0.07778,0.07778,0.43823
0.817,0.13991,0.41836,0.11999,0.43842,0.07749,0.07749,0.43831
0.818,0.13941,0.41733,0.11956,0.43849,0.0772,0.0772,0.43839
0.819,0.13891,0.4163,0.11913,0.43857,0.07692,0.07692,0.43846
0.82,0.13841,0.41528,0.1187,0.43865,0.07663,0.07663,0.43854
0.821,0.13792,0.41425,0.11828,0.43872,0.07634,0.07634,0.43861
0.822,0.13742,0.41323,0.11785,0.4388,0.07606,0.07606,0.43869
0.823,0.13693,0.41221,0.11743,0.43888,0.07578,0.07578,0.43877
0.824,0.13644,0.4112,0.11701,0.43895,0.0755,0.0755,0.43884
0.825,0.13595,0.41018,0.11659,0.43903,0.07521,0.07521,0.43892
0.826,0.13546,0.40917,0.11617,0.4391,0.07493,0.07493,0.43899
0.827,0.13497,0.40816,0.11576,0.43918,0.07466,0.07466,0.43907
0.828,0.13449,0.40716,0.11534,0.43925,0.07438,0.07438,0.43914
0.829,0.13401,0.40616,0.11493,0.43932,0.0741,0.0741,0.43922
0.83,0.13353,0.40516,0.11451,0.4394,0.07383,0.07383,0.43929
0.831,0.13305,0.40416,0.1141,0.43947,0.07355,0.07355,0.43936
0.832,0.13257,0.40316,0.1137,0.43955,0.07328,0.07328,0.43944
0.833,0.13209,0.40217,0.11329,0.43962,0.07301,0.07301,0.43951
0.834,0.13162,0.40118,0.11288,0.43969,0.07274,0.07274,0.43958
0.835,0.13115,0.40019,0.11248,0.43976,0.07247,0.07247,0.43965
0.836,0.13068,0.3992,0.11207,0.43984,0.0722,0.0722,0.43973
0.837,0.13021,0.39822,0.11167,0.43991,0.07193,0.07193,0.4398
0.838,0.12974,0.39724,0.11127,0.43998,0.07166,0.07166,0.43987
0.839,0.12928,0.39626,0.11087,0.44005,0.0714,0.0714,0.43994
0.84,0.12881,0.39528,0.11048,0.44012,0.07113,0.07113,0.44001
0.841,0.12835,0.39431,0.11008,0.44019,0.07087,0.07087,0.44008
0.842,0.12789,0.39334,0.10969,0.44027,0.0706,0.0706,0.44015
0.843,0.12743,0.39237,0.10929,0.44034,0.07034,0.07034,0.44022
0.844,0.12697,0.3914,0.1089,0.44041,0.07008,0.07008,0.44029
0.845,0.12652,0.39044,0.10851,0.44048,0.06982,0.06982,0.44036
0.846,0.12607,0.38947,0.10812,0.44055,0.06956,0.06956,0.44043
0.847,0.12561,0.38851,0.10773,0.44062,0.0693,0.0693,0.4405
0.848,0.12516,0.38756,0.10735,0.44068,0.06905,0.06905,0.44057
0.849,0.12471,0.3866,0.10696,0.44075,0.06879,0.06879,0.44064
0.85,0.12427,0.38565,0.10658,0.44082,0.06854,0.06854,0.44071
0.851,0.12382,0.3847,0.1062,0.44089,0.06828,0.06828,0.44078
0.852,0.12338,0.38375,0.10582,0.44096,0.06803,0.06803,0.44085
0.853,0.12293,0.38281,0.10544,0.44103,0.06778,0.06778,0.44091
0.854,0.12249,0.38186,0.10506,0.44109,0.06753,0.06753,0.44098
0.855,0.12205,0.38092,0.10468,0.44116,0.06728,0.06728,0.44105
0.856,0.12162,0.37998,0.10431,0.44123,0.06703,0.06703,0.44111
0.857,0.12118,0.37905,0.10393,0.4413,0.06678,0.06678,0.44118
0.858,0.12075,0.37811,0.10356,0.44136,0.06653,0.06653,0.44125
0.859,0.12031,0.37718,0.10319,0.44143,0.06629,0.06629,0.44131
0.86,0.11988,0.37625,0.10282,0.44149,0.06604,0.06604,0.44138
0.861,0.11945,0.37532,0.10245,0.44156,0.0658,0.0658,0.44145
0.862,0.11902,0.3744,0.10209,0.44163,0.06555,0.06555,0.44151
0.863,0.1186,0.37348,0.10172,0.44169,0.06531,0.06531,0.44158
0.864,0.11817,0.37256,0.10136,0.44176,0.06507,0.06507,0.44164
0.865,0.11775,0.37164,0.10099,0.44182,0.06483,0.06483,0.44171
0.866,0.11733,0.37072,0.10063,0.44189,0.06459,0.06459,0.44177
0.867,0.1169,0.36981,0.10027,0.44195,0.06435,0.06435,0.44184
0.868,0.11649,0.3689,0.09991,0.44202,0.06411,0.06411,0.4419
0.869,0.11607,0.36799,0.09955,0.44208,0.06387,0.06387,0.44196
0.87,0.11565,0.36708,0.0992,0.44214,0.06364,0.06364,0.44203
0.871,0.11524,0.36618,0.09884,0.44221,0.0634,0.0634,0.44209
0.872,0.11482,0.36528,0.09849,0.44227,0.06317,0.06317,0.44215
0.873,0.11441,0.36437,0.09813,0.44233,0.06294,0.06294,0.44222
0.874,0.114,0.36348,0.09778,0.4424,0.0627,0.0627,0.44228
0.875,0.11359,0.36258,0.09743,0.44246,0.06247,0.06247,0.44234
0.876,0.11319,0.36169,0.09708,0.44252,0.06224,0.06224,0.4424
0.877,0.11278,0.3608,0.09674,0.44258,0.06201,0.06201,0.44247
0.878,0.11238,0.35991,0.09639,0.44264,0.06178,0.06178,0.44253
0.879,0.11197,0.35902,0.09604,0.44271,0.06155,0.06155,0.44259
0.88,0.11157,0.35814,0.0957,0.44277,0.06133,0.06133,0.44265
0.881,0.11117,0.35725,0.09536,0.44283,0.0611,0.0611,0.44271
0.882,0.11077,0.35637,0.09502,0.44289,0.06087,0.06087,0.44277
0.883,0.11038,0.3555,0.09467,0.44295,0.06065,0.06065,0.44283
0.884,0.10998,0.35462,0.09434,0.44301,0.06043,0.06043,0.44289
0.885,0.10959,0.35375,0.094,0.44307,0.0602,0.0602,0.44295
0.886,0.10919,0.35287,0.09366,0.44313,0.05998,0.05998,0.44301
0.887,0.1088,0.352,0.09333,0.44319,0.05976,0.05976,0.44307
0.888,0.10841,0.35114,0.09299,0.44325,0.05954,0.05954,0.44313
0.889,0.10802,0.35027,0.09266,0.44331,0.05932,0.05932,0.44319
0.89,0.10764,0.34941,0.09233,0.44337,0.0591,0.0591,0.44325
0.891,0.10725,0.34855,0.092,0.44343,0.05888,0.05888,0.44331
0.892,0.10687,0.34769,0.09167,0.44349,0.05867,0.05867,0.44337
0.893,0.10648,0.34683,0.09134,0.44355,0.05845,0.05845,0.44343
0.894,0.1061,0.34598,0.09101,0.4436,0.05823,0.05823,0.44349
0.895,0.10572,0.34512,0.09068,0.44366,0.05802,0.05802,0.44354
0.896,0.10534,0.34427,0.09036,0.44372,0.05781,0.05781,0.4436
0.897,0.10497,0.34343,0.09004,0.44378,0.05759,0.05759,0.44366
0.898,0.10459,0.34258,0.08971,0.44384,0.05738,0.05738,0.44372
0.899,0.10421,0.34174,0.08939,0.44389,0.05717,0.05717,0.44377
0.9,0.10384,0.34089,0.08907,0.44395,0.05696,0.05696,0.44383
0.901,0.10347,0.34005,0.08875,0.44401,0.05675,0.05675,0.44389
0.902,0.1031,0.33922,0.08844,0.44406,0.05654,0.05654,0.44394
0.903,0.10273,0.33838,0.08812,0.44412,0.05633,0.05633,0.444
0.904,0.10236,0.33755,0.0878,0.44418,0.05612,0.05612,0.44406
0.905,0.10199,0.33671,0.08749,0.44423,0.05592,0.05592,0.44411
0.906,0.10163,0.33588,0.08718,0.44429,0.05571,0.05571,0.44417
0.907,0.10126,0.33506,0.08686,0.44434,0.05551,0.05551,0.44422
0.908,0.1009,0.33423,0.08655,0.4444,0.0553,0.0553,0.44428
0.909,0.10054,0.33341,0.08624,0.44445,0.0551,0.0551,0.44433
0.91,0.10018,0.33259,0.08593,0.44451,0.0549,0.0549,0.44439
0.911,0.09982,0.33177,0.08563,0.44456,0.05469,0.05469,0.44444
0.912,0.09946,0.33095,0.08532,0.44462,0.05449,0.05449,0.4445
0.913,0.09911,0.33013,0.08501,0.44467,0.05429,0.05429,0.44455
0.914,0.09875,0.32932,0.08471,0.44473,0.05409,0.05409,0.44461
0.915,0.0984,0.32851,0.08441,0.44478,0.05389,0.05389,0.44466
0.916,0.09805,0.3277,0.0841,0.44483,0.0537,0.0537,0.44471
0.917,0.09769,0.32689,0.0838,0.44489,0.0535,0.0535,0.44477
0.918,0.09734,0.32609,0.0835,0.44494,0.0533,0.0533,0.44482
0.919,0.097,0.32528,0.0832,0.445,0.05311,0.05311,0.44487
0.92,0.09665,0.32448,0.08291,0.44505,0.05291,0.05291,0.44493
0.921,0.0963,0.32368,0.08261,0.4451,0.05272,0.05272,0.44498
0.922,0.09596,0.32288,0.08231,0.44515,0.05252,0.05252,0.44503
0.923,0.09561,0.32209,0.08202,0.44521,0.05233,0.05233,0.44508
0.924,0.09527,0.3213,0.08173,0.44526,0.05214,0.05214,0.44514
0.925,0.09493,0.3205,0.08143,0.44531,0.05195,0.05195,0.44519
0.926,0.09459,0.31971,0.08114,0.44536,0.05175,0.05175,0.44524
0.927,0.09425,0.31893,0.08085,0.44541,0.05156,0.05156,0.44529
0.928,0.09391,0.31814,0.08056,0.44547,0.05138,0.05138,0.44534
0.929,0.09358,0.31736,0.08027,0.44552,0.05119,0.05119,0.44539
0.93,0.09324,0.31657,0.07999,0.44557,0.051,0.051,0.44544
0.931,0.09291,0.31579,0.0797,0.44562,0.05081,0.05081,0.4455
0.932,0.09257,0.31502,0.07941,0.44567,0.05063,0.05063,0.44555
0.933,0.09224,0.31424,0.07913,0.44572,0.05044,0.05044,0.4456
0.934,0.09191,0.31347,0.07885,0.44577,0.05025,0.05025,0.44565
0.935,0.09158,0.31269,0.07856,0.44582,0.05007,0.05007,0.4457
0.936,0.09126,0.31192,0.07828,0.44587,0.04989,0.04989,0.44575
0.937,0.09093,0.31115,0.078,0.44592,0.0497,0.0497,0.4458
0.938,0.0906,0.31039,0.07772,0.44597,0.04952,0.04952,0.44585
0.939,0.09028,0.30962,0.07745,0.44602,0.04934,0.04934,0.44589
0.94,0.08996,0.30886,0.07717,0.44607,0.04916,0.04916,0.44594
0.941,0.08963,0.3081,0.07689,0.44612,0.04898,0.04898,0.44599
0.942,0.08931,0.30734,0.07662,0.44617,0.0488,0.0488,0.44604
0.943,0.08899,0.30658,0.07634,0.44621,0.04862,0.04862,0.44609
0.944,0.08867,0.30583,0.07607,0.44626,0.04844,0.04844,0.44614
0.945,0.08836,0.30507,0.0758,0.44631,0.04826,0.04826,0.44619
0.946,0.08804,0.30432,0.07553,0.44636,0.04809,0.04809,0.44624
0.947,0.08772,0.30357,0.07526,0.44641,0.04791,0.04791,0.44628
0.948,0.08741,0.30282,0.07499,0.44646,0.04773,0.04773,0.44633
0.949,0.0871,0.30208,0.07472,0.4465,0.04756,0.04756,0.44638
0.95,0.08679,0.30133,0.07445,0.44655,0.04739,0.04739,0.44643
0.951,0.08647,0.30059,0.07418,0.4466,0.04721,0.04721,0.44647
0.952,0.08616,0.29985,0.07392,0.44665,0.04704,0.04704,0.44652
0.953,0.08586,0.29911,0.07365,0.44669,0.04687,0.04687,0.44657
0.954,0.08555,0.29837,0.07339,0.44674,0.04669,0.04669,0.44661
0.955,0.08524,0.29764,0.07313,0.44679,0.04652,0.04652,0.44666
0.956,0.08494,0.2969,0.07287,0.44683,0.04635,0.04635,0.44671
0.957,0.08463,0.29617,0.07261,0.44688,0.04618,0.04618,0.44675
0.958,0.08433,0.29544,0.07235,0.44692,0.04601,0.04601,0.4468
0.959,0.08403,0.29472,0.07209,0.44697,0.04585,0.04585,0.44684
0.96,0.08373,0.29399,0.07183,0.44702,0.04568,0.04568,0.44689
0.961,0.08343,0.29326,0.07157,0.44706,0.04551,0.04551,0.44694
0.962,0.08313,0.29254,0.07132,0.44711,0.04534,0.04534,0.44698
0.963,0.08283,0.29182,0.07106,0.44715,0.04518,0.04518,0.44703
0.964,0.08253,0.2911,0.07081,0.4472,0.04501,0.04501,0.44707
0.965,0.08224,0.29038,0.07055,0.44724,0.04485,0.04485,0.44712
0.966,0.08194,0.28967,0.0703,0.44729,0.04468,0.04468,0.44716
0.967,0.08165,0.28896,0.07005,0.44733,0.04452,0.04452,0.4472
0.968,0.08136,0.28824,0.0698,0.44738,0.04436,0.04436,0.44725
0.969,0.08107,0.28753,0.06955,0.44742,0.0442,0.0442,0.44729
0.97,0.08078,0.28682,0.0693,0.44746,0.04403,0.04403,0.44734
0.971,0.08049,0.28612,0.06905,0.44751,0.04387,0.04387,0.44738
0.972,0.0802,0.28541,0.0688,0.44755,0.04371,0.04371,0.44743
0.973,0.07991,0.28471,0.06856,0.4476,0.04355,0.04355,0.44747
0.974,0.07963,0.28401,0.06831,0.44764,0.04339,0.04339,0.44751
0.975,0.07934,0.28331,0.06807,0.44768,0.04323,0.04323,0.44756
0.976,0.07906,0.28261,0.06783,0.44773,0.04308,0.04308,0.4476
0.977,0.07878,0.28191,0.06758,0.44777,0.04292,0.04292,0.44764
0.978,0.07849,0.28122,0.06734,0.44781,0.04276,0.04276,0.44768
0.979,0.07821,0.28053,0.0671,0.44785,0.04261,0.04261,0.44773
0.98,0.07793,0.27984,0.06686,0.4479,0.04245,0.04245,0.44777
0.981,0.07765,0.27915,0.06662,0.44794,0.0423,0.0423,0.44781
0.982,0.07738,0.27846,0.06638,0.44798,0.04214,0.04214,0.44785
0.983,0.0771,0.27777,0.06614,0.44802,0.04199,0.04199,0.4479
0.984,0.07682,0.27709,0.06591,0.44807,0.04183,0.04183,0.44794
0.985,0.07655,0.2764,0.06567,0.44811,0.04168,0.04168,0.44798
0.986,0.07627,0.27572,0.06544,0.44815,0.04153,0.04153,0.44802
0.987,0.076,0.27504,0.0652,0.44819,0.04138,0.04138,0.44806
0.988,0.07573,0.27437,0.06497,0.44823,0.04123,0.04123,0.4481
0.989,0.07546,0.27369,0.06474,0.44827,0.04108,0.04108,0.44814
0.99,0.07519,0.27302,0.06451,0.44831,0.04093,0.04093,0.44818
0.991,0.07492,0.27234,0.06428,0.44835,0.04078,0.04078,0.44823
0.992,0.07465,0.27167,0.06405,0.4484,0.04063,0.04063,0.44827
0.993,0.07438,0.271,0.06382,0.44844,0.04048,0.04048,0.44831
0.994,0.07412,0.27033,0.06359,0.44848,0.04033,0.04033,0.44835
0.995,0.07385,0.26967,0.06336,0.44852,0.04018,0.04018,0.44839
0.996,0.07359,0.269,0.06313,0.44856,0.04004,0.04004,0.44843
0.997,0.07332,0.26834,0.06291,0.4486,0.03989,0.03989,0.44847
0.998,0.07306,0.26768,0.06268,0.44864,0.03975,0.03975,0.44851
0.999,0.0728,0.26702,0.06246,0.44868,0.0396,0.0396,0.44855
1,0.07254,0.26636,0.06224,0.44872,0.03946,0.03946,0.44859
1.001,0.07228,0.26571,0.06201,0.44876,0.03931,0.03931,0.44863
1.002,0.07202,0.26505,0.06179,0.44879,0.03917,0.03917,0.44866
1.003,0.07176,0.2644,0.06157,0.44883,0.03903,0.03903,0.4487
1.004,0.07151,0.26375,0.06135,0.44887,0.03888,0.03888,0.44874
1.005,0.07125,0.2631,0.06113,0.44891,0.03874,0.03874,0.44878
1.006,0.071,0.26245,0.06091,0.44895,0.0386,0.0386,0.44882
1.007,0.07074,0.2618,0.06069,0.44899,0.03846,0.03846,0.44886
1.008,0.07049,0.26116,0.06048,0.44903,0.03832,0.03832,0.4489
1.009,0.07024,0.26051,0.06026,0.44907,0.03818,0.03818,0.44893
1.01,0.06998,0.25987,0.06004,0.4491,0.03804,0.03804,0.44897
1.011,0.06973,0.25923,0.05983,0.44914,0.0379,0.0379,0.44901
1.012,0.06949,0.25859,0.05962,0.44918,0.03776,0.03776,0.44905
1.013,0.06924,0.25796,0.0594,0.44922,0.03763,0.03763,0.44909
1.014,0.06899,0.25732,0.05919,0.44925,0.03749,0.03749,0.44912
1.015,0.06874,0.25669,0.05898,0.44929,0.03735,0.03735,0.44916
1.016,0.0685,0.25605,0.05877,0.44933,0.03722,0.03722,0.4492
1.017,0.06825,0.25542,0.05856,0.44937,0.03708,0.03708,0.44923
1.018,0.06801,0.25479,0.05835,0.4494,0.03695,0.03695,0.44927
1.019,0.06776,0.25416,0.05814,0.44944,0.03681,0.03681,0.44931
1.02,0.06752,0.25354,0.05793,0.44948,0.03668,0.03668,0.44935
1.021,0.06728,0.25291,0.05772,0.44951,0.03654,0.03654,0.44938
1.022,0.06704,0.25229,0.05752,0.44955,0.03641,0.03641,0.44942
1.023,0.0668,0.25167,0.05731,0.44959,0.03628,0.03628,0.44945
1.024,0.06656,0.25105,0.05711,0.44962,0.03615,0.03615,0.44949
1.025,0.06632,0.25043,0.0569,0.44966,0.03601,0.03601,0.44953
1.026,0.06608,0.24981,0.0567,0.44969,0.03588,0.03588,0.44956
1.027,0.06585,0.2492,0.0565,0.44973,0.03575,0.03575,0.4496
1.028,0.06561,0.24858,0.05629,0.44977,0.03562,0.03562,0.44963
1.029,0.06538,0.24797,0.05609,0.4498,0.03549,0.03549,0.44967
1.03,0.06514,0.24736,0.05589,0.44984,0.03536,0.03536,0.4497
1.031,0.06491,0.24675,0.05569,0.44987,0.03523,0.03523,0.44974
1.032,0.06468,0.24614,0.05549,0.44991,0.03511,0.03511,0.44977
1.033,0.06445,0.24554,0.0553,0.44994,0.03498,0.03498,0.44981
1.034,0.06422,0.24493,0.0551,0.44998,0.03485,0.03485,0.44984
1.035,0.06399,0.24433,0.0549,0.45001,0.03472,0.03472,0.44988
1.036,0.06376,0.24373,0.0547,0.45005,0.0346,0.0346,0.44991
1.037,0.06353,0.24312,0.05451,0.45008,0.03447,0.03447,0.44995
1.038,0.0633,0.24253,0.05431,0.45012,0.03435,0.03435,0.44998
1.039,0.06308,0.24193,0.05412,0.45015,0.03422,0.03422,0.45002
1.04,0.06285,0.24133,0.05393,0.45018,0.0341,0.0341,0.45005
1.041,0.06263,0.24074,0.05373,0.45022,0.03397,0.03397,0.45009
1.042,0.0624,0.24014,0.05354,0.45025,0.03385,0.03385,0.45012
1.043,0.06218,0.23955,0.05335,0.45029,0.03373,0.03373,0.45015
1.044,0.06196,0.23896,0.05316,0.45032,0.0336,0.0336,0.45019
1.045,0.06173,0.23837,0.05297,0.45035,0.03348,0.03348,0.45022
1.046,0.06151,0.23779,0.05278,0.45039,0.03336,0.03336,0.45025
1.047,0.06129,0.2372,0.05259,0.45042,0.03324,0.03324,0.45029
1.048,0.06107,0.23662,0.0524,0.45045,0.03312,0.03312,0.45032
1.049,0.06086,0.23603,0.05222,0.45049,0.033,0.033,0.45035
1.05,0.06064,0.23545,0.05203,0.45052,0.03288,0.03288,0.45039
1.051,0.06042,0.23487,0.05184,0.45055,0.03276,0.03276,0.45042
1.052,0.0602,0.23429,0.05166,0.45058,0.03264,0.03264,0.45045
1.053,0.05999,0.23371,0.05147,0.45062,0.03252,0.03252,0.45048
1.054,0.05978,0.23314,0.05129,0.45065,0.0324,0.0324,0.45052
1.055,0.05956,0.23256,0.0511,0.45068,0.03228,0.03228,0.45055
1.056,0.05935,0.23199,0.05092,0.45071,0.03217,0.03217,0.45058
1.057,0.05914,0.23142,0.05074,0.45075,0.03205,0.03205,0.45061
1.058,0.05892,0.23085,0.05056,0.45078,0.03193,0.03193,0.45064
1.059,0.05871,0.23028,0.05038,0.45081,0.03182,0.03182,0.45068
1.06,0.0585,0.22971,0.0502,0.45084,0.0317,0.0317,0.45071
1.061,0.05829,0.22915,0.05002,0.45087,0.03159,0.03159,0.45074
1.062,0.05809,0.22858,0.04984,0.45091,0.03147,0.03147,0.45077
1.063,0.05788,0.22802,0.04966,0.45094,0.03136,0.03136,0.4508
1.064,0.05767,0.22746,0.04948,0.45097,0.03124,0.03124,0.45083
1.065,0.05746,0.2269,0.04931,0.451,0.03113,0.03113,0.45086
1.066,0.05726,0.22634,0.04913,0.45103,0.03102,0.03102,0.4509
1.067,0.05705,0.22578,0.04896,0.45106,0.0309,0.0309,0.45093
1.068,0.05685,0.22522,0.04878,0.45109,0.03079,0.03079,0.45096
1.069,0.05665,0.22467,0.04861,0.45112,0.03068,0.03068,0.45099
1.07,0.05644,0.22411,0.04843,0.45115,0.03057,0.03057,0.45102
1.071,0.05624,0.22356,0.04826,0.45118,0.03046,0.03046,0.45105
1.072,0.05604,0.22301,0.04809,0.45121,0.03035,0.03035,0.45108
1.073,0.05584,0.22246,0.04791,0.45124,0.03024,0.03024,0.45111
1.074,0.05564,0.22191,0.04774,0.45127,0.03013,0.03013,0.45114
1.075,0.05544,0.22137,0.04757,0.4513,0.03002,0.03002,0.45117
1.076,0.05524,0.22082,0.0474,0.45133,0.02991,0.02991,0.4512
1.077,0.05505,0.22028,0.04723,0.45136,0.0298,0.0298,0.45123
1.078,0.05485,0.21973,0.04706,0.45139,0.02969,0.02969,0.45126
1.079,0.05465,0.21919,0.0469,0.45142,0.02958,0.02958,0.45129
1.08,0.05446,0.21865,0.04673,0.45145,0.02948,0.02948,0.45132
1.081,0.05426,0.21811,0.04656,0.45148,0.02937,0.02937,0.45135
1.082,0.05407,0.21758,0.04639,0.45151,0.02926,0.02926,0.45138
1.083,0.05388,0.21704,0.04623,0.45154,0.02916,0.02916,0.45141
1.084,0.05368,0.21651,0.04606,0.45157,0.02905,0.02905,0.45143
1.085,0.05349,0.21597,0.0459,0.4516,0.02895,0.02895,0.45146
1.086,0.0533,0.21544,0.04573,0.45163,0.02884,0.02884,0.45149
1.087,0.05311,0.21491,0.04557,0.45166,0.02874,0.02874,0.45152
1.088,0.05292,0.21438,0.04541,0.45169,0.02863,0.02863,0.45155
1.089,0.05273,0.21385,0.04525,0.45171,0.02853,0.02853,0.45158
1.09,0.05254,0.21332,0.04508,0.45174,0.02843,0.02843,0.45161
1.091,0.05235,0.2128,0.04492,0.45177,0.02832,0.02832,0.45163
1.092,0.05217,0.21227,0.04476,0.4518,0.02822,0.02822,0.45166
1.093,0.05198,0.21175,0.0446,0.45183,0.02812,0.02812,0.45169
1.094,0.05179,0.21123,0.04444,0.45186,0.02802,0.02802,0.45172
1.095,0.05161,0.21071,0.04428,0.45188,0.02791,0.02791,0.45175
1.096,0.05142,0.21019,0.04413,0.45191,0.02781,0.02781,0.45177
1.097,0.05124,0.20967,0.04397,0.45194,0.02771,0.02771,0.4518
1.098,0.05106,0.20916,0.04381,0.45197,0.02761,0.02761,0.45183
1.099,0.05088,0.20864,0.04365,0.45199,0.02751,0.02751,0.45186
1.1,0.05069,0.20813,0.0435,0.45202,0.02741,0.02741,0.45189
1.101,0.05051,0.20761,0.04334,0.45205,0.02731,0.02731,0.45191
1.102,0.05033,0.2071,0.04319,0.45208,0.02721,0.02721,0.45194
1.103,0.05015,0.20659,0.04303,0.4521,0.02711,0.02711,0.45197
1.104,0.04997,0.20608,0.04288,0.45213,0.02702,0.02702,0.45199
1.105,0.04979,0.20557,0.04273,0.45216,0.02692,0.02692,0.45202
1.106,0.04962,0.20507,0.04257,0.45218,0.02682,0.02682,0.45205
1.107,0.04944,0.20456,0.04242,0.45221,0.02672,0.02672,0.45207
1.108,0.04926,0.20406,0.04227,0.45224,0.02663,0.02663,0.4521
1.109,0.04909,0.20356,0.04212,0.45226,0.02653,0.02653,0.45213
1.11,0.04891,0.20305,0.04197,0.45229,0.02643,0.02643,0.45215
1.111,0.04874,0.20255,0.04182,0.45232,0.02634,0.02634,0.45218
1.112,0.04856,0.20205,0.04167,0.45234,0.02624,0.02624,0.45221
1.113,0.04839,0.20156,0.04152,0.45237,0.02615,0.02615,0.45223
1.114,0.04821,0.20106,0.04137,0.4524,0.02605,0.02605,0.45226
1.115,0.04804,0.20056,0.04122,0.45242,0.02596,0.02596,0.45228
1.116,0.04787,0.20007,0.04108,0.45245,0.02587,0.02587,0.45231
1.117,0.0477,0.19958,0.04093,0.45247,0.02577,0.02577,0.45234
1.118,0.04753,0.19909,0.04078,0.4525,0.02568,0.02568,0.45236
1.119,0.04736,0.1986,0.04064,0.45253,0.02559,0.02559,0.45239
1.12,0.04719,0.19811,0.04049,0.45255,0.02549,0.02549,0.45241
1.121,0.04702,0.19762,0.04035,0.45258,0.0254,0.0254,0.45244
1.122,0.04685,0.19713,0.0402,0.4526,0.02531,0.02531,0.45246
1.123,0.04669,0.19665,0.04006,0.45263,0.02522,0.02522,0.45249
