times,A_flux,inert_flux,A_concentration,AZ_concentration,A_rate,AZ_rate,A_uptake
2.634,0.00021,0.00473,0.00018,0.4596,0.00011,0.00011,0.45945
2.635,0.00021,0.00472,0.00018,0.4596,0.00011,0.00011,0.45945
2.636,0.00021,0.00471,0.00018,0.4596,0.00011,0.00011,0.45945
2.637,0.00021,0.00469,0.00018,0.4596,0.00011,0.00011,0.45945
2.638,0.00021,0.00468,0.00018,0.4596,0.00011,0.00011,0.45945
2.639,0.00021,0.00467,0.00018,0.4596,0.00011,0.00011,0.45945
2.64,0.00021,0.00466,0.00018,0.4596,0.00011,0.00011,0.45945
2.641,0.00021,0.00465,0.00018,0.4596,0.00011,0.00011,0.45945
2.642,2.00E-04,0.00464,0.00018,0.4596,0.00011,0.00011,0.45945
2.643,2.00E-04,0.00462,0.00017,0.4596,0.00011,0.00011,0.45945
2.644,2.00E-04,0.00461,0.00017,0.4596,0.00011,0.00011,0.45945
2.645,2.00E-04,0.0046,0.00017,0.4596,0.00011,0.00011,0.45945
2.646,2.00E-04,0.00459,0.00017,0.4596,0.00011,0.00011,0.45945
2.647,2.00E-04,0.00458,0.00017,0.4596,0.00011,0.00011,0.45945
2.648,2.00E-04,0.00457,0.00017,0.4596,0.00011,0.00011,0.45945
2.649,2.00E-04,0.00456,0.00017,0.4596,0.00011,0.00011,0.45945
2.65,2.00E-04,0.00455,0.00017,0.4596,0.00011,0.00011,0.45945
2.651,2.00E-04,0.00453,0.00017,0.4596,0.00011,0.00011,0.45945
2.652,2.00E-04,0.00452,0.00017,0.4596,0.00011,0.00011,0.45945
2.653,2.00E-04,0.00451,0.00017,0.4596,1.00E-04,1.00E-04,0.45945
2.654,2.00E-04,0.0045,0.00017,0.4596,1.00E-04,1.00E-04,0.45945
2.655,2.00E-04,0.00449,0.00017,0.4596,1.00E-04,1.00E-04,0.45945
2.656,0.00019,0.00448,0.00017,0.4596,1.00E-04,1.00E-04,0.45945
2.657,0.00019,0.00447,0.00017,0.4596,1.00E-04,1.00E-04,0.45945
2.658,0.00019,0.00446,0.00017,0.4596,1.00E-04,1.00E-04,0.45945
2.659,0.00019,0.00445,0.00017,0.4596,1.00E-04,1.00E-04,0.45945
2.66,0.00019,0.00443,0.00016,0.4596,1.00E-04,1.00E-04,0.45945
2.661,0.00019,0.00442,0.00016,0.4596,1.00E-04,1.00E-04,0.45945
2.662,0.00019,0.00441,0.00016,0.4596,1.00E-04,1.00E-04,0.45945
2.663,0.00019,0.0044,0.00016,0.4596,1.00E-04,1.00E-04,0.45945
2.664,0.00019,0.00439,0.00016,0.4596,1.00E-04,1.00E-04,0.45945
2.665,0.00019,0.00438,0.00016,0.4596,1.00E-04,1.00E-04,0.45945
2.666,0.00019,0.00437,0.00016,0.4596,1.00E-04,1.00E-04,0.45945
2.667,0.00019,0.00436,0.00016,0.4596,1.00E-04,1.00E-04,0.45945
2.668,0.00019,0.00435,0.00016,0.4596,1.00E-04,1.00E-04,0.45945
2.669,0.00019,0.00434,0.00016,0.4596,1.00E-04,1.00E-04,0.45945
2.67,0.00019,0.00433,0.00016,0.4596,1.00E-04,1.00E-04,0.45945
2.671,0.00018,0.00432,0.00016,0.4596,1.00E-04,1.00E-04,0.45945
2.672,0.00018,0.00431,0.00016,0.4596,1.00E-04,1.00E-04,0.45945
2.673,0.00018,0.00429,0.00016,0.4596,1.00E-04,1.00E-04,0.45945
2.674,0.00018,0.00428,0.00016,0.4596,1.00E-04,1.00E-04,0.45945
2.675,0.00018,0.00427,0.00016,0.4596,1.00E-04,1.00E-04,0.45945
2.676,0.00018,0.00426,0.00016,0.4596,1.00E-04,1.00E-04,0.45945
2.677,0.00018,0.00425,0.00015,0.4596,1.00E-04,1.00E-04,0.45945
2.678,0.00018,0.00424,0.00015,0.4596,1.00E-04,1.00E-04,0.45945
2.679,0.00018,0.00423,0.00015,0.4596,1.00E-04,1.00E-04,0.45945
2.68,0.00018,0.00422,0.00015,0.4596,1.00E-04,1.00E-04,0.45945
2.681,0.00018,0.00421,0.00015,0.45961,9.00E-05,9.00E-05,0.45945
2.682,0.00018,0.0042,0.00015,0.45961,9.00E-05,9.00E-05,0.45945
2.683,0.00018,0.00419,0.00015,0.45961,9.00E-05,9.00E-05,0.45945
2.684,0.00018,0.00418,0.00015,0.45961,9.00E-05,9.00E-05,0.45945
2.685,0.00018,0.00417,0.00015,0.45961,9.00E-05,9.00E-05,0.45945
2.686,0.00017,0.00416,0.00015,0.45961,9.00E-05,9.00E-05,0.45945
2.687,0.00017,0.00415,0.00015,0.45961,9.00E-05,9.00E-05,0.45945
2.688,0.00017,0.00414,0.00015,0.45961,9.00E-05,9.00E-05,0.45945
2.689,0.00017,0.00413,0.00015,0.45961,9.00E-05,9.00E-05,0.45945
2.69,0.00017,0.00412,0.00015,0.45961,9.00E-05,9.00E-05,0.45945
2.691,0.00017,0.00411,0.00015,0.45961,9.00E-05,9.00E-05,0.45945
2.692,0.00017,0.0041,0.00015,0.45961,9.00E-05,9.00E-05,0.45945
2.693,0.00017,0.00409,0.00015,0.45961,9.00E-05,9.00E-05,0.45945
2.694,0.00017,0.00408,0.00015,0.45961,9.00E-05,9.00E-05,0.45945
2.695,0.00017,0.00407,0.00015,0.45961,9.00E-05,9.00E-05,0.45945
2.696,0.00017,0.00406,0.00014,0.45961,9.00E-05,9.00E-05,0.45945
2.697,0.00017,0.00405,0.00014,0.45961,9.00E-05,9.00E-05,0.45945
2.698,0.00017,0.00404,0.00014,0.45961,9.00E-05,9.00E-05,0.45945
2.699,0.00017,0.00403,0.00014,0.45961,9.00E-05,9.00E-05,0.45945
2.7,0.00017,0.00402,0.00014,0.45961,9.00E-05,9.00E-05,0.45945
2.701,0.00017,0.00401,0.00014,0.45961,9.00E-05,9.00E-05,0.45945
2.702,0.00017,0.004,0.00014,0.45961,9.00E-05,9.00E-05,0.45945
2.703,0.00016,0.00399,0.00014,0.45961,9.00E-05,9.00E-05,0.45945
2.704,0.00016,0.00398,0.00014,0.45961,9.00E-05,9.00E-05,0.45945
2.705,0.00016,0.00397,0.00014,0.45961,9.00E-05,9.00E-05,0.45945
2.706,0.00016,0.00396,0.00014,0.45961,9.00E-05,9.00E-05,0.45945
2.707,0.00016,0.00395,0.00014,0.45961,9.00E-05,9.00E-05,0.45945
2.708,0.00016,0.00394,0.00014,0.45961,9.00E-05,9.00E-05,0.45945
2.709,0.00016,0.00393,0.00014,0.45961,9.00E-05,9.00E-05,0.45945
2.71,0.00016,0.00392,0.00014,0.45961,9.00E-05,9.00E-05,0.45945
2.711,0.00016,0.00391,0.00014,0.45961,9.00E-05,9.00E-05,0.45945
2.712,0.00016,0.0039,0.00014,0.45961,8.00E-05,8.00E-05,0.45945
2.713,0.00016,0.00389,0.00014,0.45961,8.00E-05,8.00E-05,0.45945
2.714,0.00016,0.00388,0.00014,0.45961,8.00E-05,8.00E-05,0.45945
2.715,0.00016,0.00387,0.00014,0.45961,8.00E-05,8.00E-05,0.45945
2.716,0.00016,0.00386,0.00013,0.45961,8.00E-05,8.00E-05,0.45945
2.717,0.00016,0.00385,0.00013,0.45961,8.00E-05,8.00E-05,0.45946
2.718,0.00016,0.00384,0.00013,0.45961,8.00E-05,8.00E-05,0.45946
2.719,0.00016,0.00383,0.00013,0.45961,8.00E-05,8.00E-05,0.45946
2.72,0.00015,0.00382,0.00013,0.45961,8.00E-05,8.00E-05,0.45946
2.721,0.00015,0.00381,0.00013,0.45961,8.00E-05,8.00E-05,0.45946
2.722,0.00015,0.00381,0.00013,0.45961,8.00E-05,8.00E-05,0.45946
2.723,0.00015,0.0038,0.00013,0.45961,8.00E-05,8.00E-05,0.45946
2.724,0.00015,0.00379,0.00013,0.45961,8.00E-05,8.00E-05,0.45946
2.725,0.00015,0.00378,0.00013,0.45961,8.00E-05,8.00E-05,0.45946
2.726,0.00015,0.00377,0.00013,0.45961,8.00E-05,8.00E-05,0.45946
2.727,0.00015,0.00376,0.00013,0.45961,8.00E-05,8.00E-05,0.45946
2.728,0.00015,0.00375,0.00013,0.45961,8.00E-05,8.00E-05,0.45946
2.729,0.00015,0.00374,0.00013,0.45961,8.00E-05,8.00E-05,0.45946
2.73,0.00015,0.00373,0.00013,0.45961,8.00E-05,8.00E-05,0.45946
2.731,0.00015,0.00372,0.00013,0.45961,8.00E-05,8.00E-05,0.45946
2.732,0.00015,0.00371,0.00013,0.45961,8.00E-05,8.00E-05,0.45946
2.733,0.00015,0.0037,0.00013,0.45961,8.00E-05,8.00E-05,0.45946
2.734,0.00015,0.00369,0.00013,0.45961,8.00E-05,8.00E-05,0.45946
2.735,0.00015,0.00369,0.00013,0.45961,8.00E-05,8.00E-05,0.45946
2.736,0.00015,0.00368,0.00013,0.45961,8.00E-05,8.00E-05,0.45946
2.737,0.00015,0.00367,0.00012,0.45961,8.00E-05,8.00E-05,0.45946
2.738,0.00015,0.00366,0.00012,0.45961,8.00E-05,8.00E-05,0.45946
2.739,0.00014,0.00365,0.00012,0.45961,8.00E-05,8.00E-05,0.45946
2.74,0.00014,0.00364,0.00012,0.45961,8.00E-05,8.00E-05,0.45946
2.741,0.00014,0.00363,0.00012,0.45961,8.00E-05,8.00E-05,0.45946
2.742,0.00014,0.00362,0.00012,0.45961,8.00E-05,8.00E-05,0.45946
2.743,0.00014,0.00361,0.00012,0.45961,8.00E-05,8.00E-05,0.45946
2.744,0.00014,0.0036,0.00012,0.45961,8.00E-05,8.00E-05,0.45946
2.745,0.00014,0.0036,0.00012,0.45961,8.00E-05,8.00E-05,0.45946
2.746,0.00014,0.00359,0.00012,0.45961,8.00E-05,8.00E-05,0.45946
2.747,0.00014,0.00358,0.00012,0.45961,7.00E-05,7.00E-05,0.45946
2.748,0.00014,0.00357,0.00012,0.45961,7.00E-05,7.00E-05,0.45946
2.749,0.00014,0.00356,0.00012,0.45961,7.00E-05,7.00E-05,0.45946
2.75,0.00014,0.00355,0.00012,0.45961,7.00E-05,7.00E-05,0.45946
2.751,0.00014,0.00354,0.00012,0.45961,7.00E-05,7.00E-05,0.45946
2.752,0.00014,0.00353,0.00012,0.45961,7.00E-05,7.00E-05,0.45946
2.753,0.00014,0.00353,0.00012,0.45961,7.00E-05,7.00E-05,0.45946
2.754,0.00014,0.00352,0.00012,0.45961,7.00E-05,7.00E-05,0.45946
2.755,0.00014,0.00351,0.00012,0.45961,7.00E-05,7.00E-05,0.45946
2.756,0.00014,0.0035,0.00012,0.45961,7.00E-05,7.00E-05,0.45946
2.757,0.00014,0.00349,0.00012,0.45961,7.00E-05,7.00E-05,0.45946
2.758,0.00014,0.00348,0.00012,0.45961,7.00E-05,7.00E-05,0.45946
2.759,0.00013,0.00347,0.00012,0.45961,7.00E-05,7.00E-05,0.45946
2.76,0.00013,0.00346,0.00012,0.45961,7.00E-05,7.00E-05,0.45946
2.761,0.00013,0.00346,0.00011,0.45961,7.00E-05,7.00E-05,0.45946
2.762,0.00013,0.00345,0.00011,0.45961,7.00E-05,7.00E-05,0.45946
2.763,0.00013,0.00344,0.00011,0.45961,7.00E-05,7.00E-05,0.45946
2.764,0.00013,0.00343,0.00011,0.45961,7.00E-05,7.00E-05,0.45946
2.765,0.00013,0.00342,0.00011,0.45961,7.00E-05,7.00E-05,0.45946
2.766,0.00013,0.00341,0.00011,0.45961,7.00E-05,7.00E-05,0.45946
2.767,0.00013,0.00341,0.00011,0.45961,7.00E-05,7.00E-05,0.45946
2.768,0.00013,0.0034,0.00011,0.45961,7.00E-05,7.00E-05,0.45946
2.769,0.00013,0.00339,0.00011,0.45961,7.00E-05,7.00E-05,0.45946
2.77,0.00013,0.00338,0.00011,0.45961,7.00E-05,7.00E-05,0.45946
2.771,0.00013,0.00337,0.00011,0.45961,7.00E-05,7.00E-05,0.45946
2.772,0.00013,0.00336,0.00011,0.45961,7.00E-05,7.00E-05,0.45946
2.773,0.00013,0.00336,0.00011,0.45961,7.00E-05,7.00E-05,0.45946
2.774,0.00013,0.00335,0.00011,0.45961,7.00E-05,7.00E-05,0.45946
2.775,0.00013,0.00334,0.00011,0.45961,7.00E-05,7.00E-05,0.45946
2.776,0.00013,0.00333,0.00011,0.45961,7.00E-05,7.00E-05,0.45946
2.777,0.00013,0.00332,0.00011,0.45961,7.00E-05,7.00E-05,0.45946
2.778,0.00013,0.00331,0.00011,0.45961,7.00E-05,7.00E-05,0.45946
2.779,0.00013,0.00331,0.00011,0.45961,7.00E-05,7.00E-05,0.45946
2.78,0.00012,0.0033,0.00011,0.45961,7.00E-05,7.00E-05,0.45946
2.781,0.00012,0.00329,0.00011,0.45961,7.00E-05,7.00E-05,0.45946
2.782,0.00012,0.00328,0.00011,0.45961,7.00E-05,7.00E-05,0.45946
2.783,0.00012,0.00327,0.00011,0.45961,7.00E-05,7.00E-05,0.45946
2.784,0.00012,0.00327,0.00011,0.45961,7.00E-05,7.00E-05,0.45946
2.785,0.00012,0.00326,0.00011,0.45961,7.00E-05,7.00E-05,0.45946
2.786,0.00012,0.00325,1.00E-04,0.45961,7.00E-05,7.00E-05,0.45946
2.787,0.00012,0.00324,1.00E-04,0.45961,6.00E-05,6.00E-05,0.45946
2.788,0.00012,0.00323,1.00E-04,0.45961,6.00E-05,6.00E-05,0.45946
2.789,0.00012,0.00323,1.00E-04,0.45961,6.00E-05,6.00E-05,0.45946
2.79,0.00012,0.00322,1.00E-04,0.45961,6.00E-05,6.00E-05,0.45946
2.791,0.00012,0.00321,1.00E-04,0.45961,6.00E-05,6.00E-05,0.45946
2.792,0.00012,0.0032,1.00E-04,0.45961,6.00E-05,6.00E-05,0.45946
2.793,0.00012,0.00319,1.00E-04,0.45961,6.00E-05,6.00E-05,0.45946
2.794,0.00012,0.00319,1.00E-04,0.45961,6.00E-05,6.00E-05,0.45946
2.795,0.00012,0.00318,1.00E-04,0.45961,6.00E-05,6.00E-05,0.45946
2.796,0.00012,0.00317,1.00E-04,0.45961,6.00E-05,6.00E-05,0.45946
2.797,0.00012,0.00316,1.00E-04,0.45961,6.00E-05,6.00E-05,0.45946
2.798,0.00012,0.00315,1.00E-04,0.45961,6.00E-05,6.00E-05,0.45946
2.799,0.00012,0.00315,1.00E-04,0.45961,6.00E-05,6.00E-05,0.45946
2.8,0.00012,0.00314,1.00E-04,0.45961,6.00E-05,6.00E-05,0.45946
2.801,0.00012,0.00313,1.00E-04,0.45961,6.00E-05,6.00E-05,0.45946
2.802,0.00012,0.00312,1.00E-04,0.45961,6.00E-05,6.00E-05,0.45946
2.803,0.00012,0.00312,1.00E-04,0.45961,6.00E-05,6.00E-05,0.45946
2.804,0.00011,0.00311,1.00E-04,0.45961,6.00E-05,6.00E-05,0.45946
2.805,0.00011,0.0031,1.00E-04,0.45961,6.00E-05,6.00E-05,0.45946
2.806,0.00011,0.00309,1.00E-04,0.45961,6.00E-05,6.00E-05,0.45946
2.807,0.00011,0.00309,1.00E-04,0.45961,6.00E-05,6.00E-05,0.45946
2.808,0.00011,0.00308,1.00E-04,0.45961,6.00E-05,6.00E-05,0.45946
2.809,0.00011,0.00307,1.00E-04,0.45961,6.00E-05,6.00E-05,0.45946
2.81,0.00011,0.00306,1.00E-04,0.45961,6.00E-05,6.00E-05,0.45946
2.811,0.00011,0.00306,1.00E-04,0.45961,6.00E-05,6.00E-05,0.45946
2.812,0.00011,0.00305,1.00E-04,0.45961,6.00E-05,6.00E-05,0.45946
2.813,0.00011,0.00304,1.00E-04,0.45962,6.00E-05,6.00E-05,0.45946
2.814,0.00011,0.00303,9.00E-05,0.45962,6.00E-05,6.00E-05,0.45946
2.815,0.00011,0.00303,9.00E-05,0.45962,6.00E-05,6.00E-05,0.45946
2.816,0.00011,0.00302,9.00E-05,0.45962,6.00E-05,6.00E-05,0.45946
2.817,0.00011,0.00301,9.00E-05,0.45962,6.00E-05,6.00E-05,0.45946
2.818,0.00011,0.003,9.00E-05,0.45962,6.00E-05,6.00E-05,0.45946
2.819,0.00011,0.003,9.00E-05,0.45962,6.00E-05,6.00E-05,0.45946
2.82,0.00011,0.00299,9.00E-05,0.45962,6.00E-05,6.00E-05,0.45946
2.821,0.00011,0.00298,9.00E-05,0.45962,6.00E-05,6.00E-05,0.45946
2.822,0.00011,0.00297,9.00E-05,0.45962,6.00E-05,6.00E-05,0.45946
2.823,0.00011,0.00297,9.00E-05,0.45962,6.00E-05,6.00E-05,0.45946
2.824,0.00011,0.00296,9.00E-05,0.45962,6.00E-05,6.00E-05,0.45946
2.825,0.00011,0.00295,9.00E-05,0.45962,6.00E-05,6.00E-05,0.45946
2.826,0.00011,0.00294,9.00E-05,0.45962,6.00E-05,6.00E-05,0.45946
2.827,0.00011,0.00294,9.00E-05,0.45962,6.00E-05,6.00E-05,0.45946
2.828,0.00011,0.00293,9.00E-05,0.45962,6.00E-05,6.00E-05,0.45946
2.829,1.00E-04,0.00292,9.00E-05,0.45962,6.00E-05,6.00E-05,0.45946
2.83,1.00E-04,0.00292,9.00E-05,0.45962,6.00E-05,6.00E-05,0.45946
2.831,1.00E-04,0.00291,9.00E-05,0.45962,6.00E-05,6.00E-05,0.45946
2.832,1.00E-04,0.0029,9.00E-05,0.45962,6.00E-05,6.00E-05,0.45946
2.833,1.00E-04,0.00289,9.00E-05,0.45962,6.00E-05,6.00E-05,0.45946
2.834,1.00E-04,0.00289,9.00E-05,0.45962,5.00E-05,5.00E-05,0.45946
2.835,1.00E-04,0.00288,9.00E-05,0.45962,5.00E-05,5.00E-05,0.45946
2.836,1.00E-04,0.00287,9.00E-05,0.45962,5.00E-05,5.00E-05,0.45946
2.837,1.00E-04,0.00287,9.00E-05,0.45962,5.00E-05,5.00E-05,0.45946
2.838,1.00E-04,0.00286,9.00E-05,0.45962,5.00E-05,5.00E-05,0.45946
2.839,1.00E-04,0.00285,9.00E-05,0.45962,5.00E-05,5.00E-05,0.45946
2.84,1.00E-04,0.00284,9.00E-05,0.45962,5.00E-05,5.00E-05,0.45946
2.841,1.00E-04,0.00284,9.00E-05,0.45962,5.00E-05,5.00E-05,0.45946
2.842,1.00E-04,0.00283,9.00E-05,0.45962,5.00E-05,5.00E-05,0.45946
2.843,1.00E-04,0.00282,9.00E-05,0.45962,5.00E-05,5.00E-05,0.45946
2.844,1.00E-04,0.00282,9.00E-05,0.45962,5.00E-05,5.00E-05,0.45946
2.845,1.00E-04,0.00281,8.00E-05,0.45962,5.00E-05,5.00E-05,0.45946
2.846,1.00E-04,0.0028,8.00E-05,0.45962,5.00E-05,5.00E-05,0.45946
2.847,1.00E-04,0.0028,8.00E-05,0.45962,5.00E-05,5.00E-05,0.45946
2.848,1.00E-04,0.00279,8.00E-05,0.45962,5.00E-05,5.00E-05,0.45946
2.849,1.00E-04,0.00278,8.00E-05,0.45962,5.00E-05,5.00E-05,0.45946
2.85,1.00E-04,0.00278,8.00E-05,0.45962,5.00E-05,5.00E-05,0.45946
2.851,1.00E-04,0.00277,8.00E-05,0.45962,5.00E-05,5.00E-05,0.45946
2.852,1.00E-04,0.00276,8.00E-05,0.45962,5.00E-05,5.00E-05,0.45946
2.853,1.00E-04,0.00275,8.00E-05,0.45962,5.00E-05,5.00E-05,0.45946
2.854,1.00E-04,0.00275,8.00E-05,0.45962,5.00E-05,5.00E-05,0.45946
2.855,1.00E-04,0.00274,8.00E-05,0.45962,5.00E-05,5.00E-05,0.45946
2.856,1.00E-04,0.00273,8.00E-05,0.45962,5.00E-05,5.00E-05,0.45946
2.857,9.00E-05,0.00273,8.00E-05,0.45962,5.00E-05,5.00E-05,0.45946
2.858,9.00E-05,0.00272,8.00E-05,0.45962,5.00E-05,5.00E-05,0.45946
2.859,9.00E-05,0.00271,8.00E-05,0.45962,5.00E-05,5.00E-05,0.45946
2.86,9.00E-05,0.00271,8.00E-05,0.45962,5.00E-05,5.00E-05,0.45946
2.861,9.00E-05,0.0027,8.00E-05,0.45962,5.00E-05,5.00E-05,0.45946
2.862,9.00E-05,0.00269,8.00E-05,0.45962,5.00E-05,5.00E-05,0.45946
2.863,9.00E-05,0.00269,8.00E-05,0.45962,5.00E-05,5.00E-05,0.45946
2.864,9.00E-05,0.00268,8.00E-05,0.45962,5.00E-05,5.00E-05,0.45946
2.865,9.00E-05,0.00267,8.00E-05,0.45962,5.00E-05,5.00E-05,0.45946
2.866,9.00E-05,0.00267,8.00E-05,0.45962,5.00E-05,5.00E-05,0.45946
2.867,9.00E-05,0.00266,8.00E-05,0.45962,5.00E-05,5.00E-05,0.45946
2.868,9.00E-05,0.00265,8.00E-05,0.45962,5.00E-05,5.00E-05,0.45946
2.869,9.00E-05,0.00265,8.00E-05,0.45962,5.00E-05,5.00E-05,0.45946
2.87,9.00E-05,0.00264,8.00E-05,0.45962,5.00E-05,5.00E-05,0.45946
2.871,9.00E-05,0.00263,8.00E-05,0.45962,5.00E-05,5.00E-05,0.45946
2.872,9.00E-05,0.00263,8.00E-05,0.45962,5.00E-05,5.00E-05,0.45946
2.873,9.00E-05,0.00262,8.00E-05,0.45962,5.00E-05,5.00E-05,0.45947
2.874,9.00E-05,0.00262,8.00E-05,0.45962,5.00E-05,5.00E-05,0.45947
2.875,9.00E-05,0.00261,8.00E-05,0.45962,5.00E-05,5.00E-05,0.45947
2.876,9.00E-05,0.0026,8.00E-05,0.45962,5.00E-05,5.00E-05,0.45947
2.877,9.00E-05,0.0026,8.00E-05,0.45962,5.00E-05,5.00E-05,0.45947
2.878,9.00E-05,0.00259,8.00E-05,0.45962,5.00E-05,5.00E-05,0.45947
2.879,9.00E-05,0.00258,8.00E-05,0.45962,5.00E-05,5.00E-05,0.45947
2.88,9.00E-05,0.00258,7.00E-05,0.45962,5.00E-05,5.00E-05,0.45947
2.881,9.00E-05,0.00257,7.00E-05,0.45962,5.00E-05,5.00E-05,0.45947
2.882,9.00E-05,0.00256,7.00E-05,0.45962,5.00E-05,5.00E-05,0.45947
2.883,9.00E-05,0.00256,7.00E-05,0.45962,5.00E-05,5.00E-05,0.45947
2.884,9.00E-05,0.00255,7.00E-05,0.45962,5.00E-05,5.00E-05,0.45947
2.885,9.00E-05,0.00255,7.00E-05,0.45962,5.00E-05,5.00E-05,0.45947
2.886,9.00E-05,0.00254,7.00E-05,0.45962,5.00E-05,5.00E-05,0.45947
2.887,9.00E-05,0.00253,7.00E-05,0.45962,5.00E-05,5.00E-05,0.45947
2.888,8.00E-05,0.00253,7.00E-05,0.45962,5.00E-05,5.00E-05,0.45947
2.889,8.00E-05,0.00252,7.00E-05,0.45962,5.00E-05,5.00E-05,0.45947
2.89,8.00E-05,0.00251,7.00E-05,0.45962,4.00E-05,4.00E-05,0.45947
2.891,8.00E-05,0.00251,7.00E-05,0.45962,4.00E-05,4.00E-05,0.45947
2.892,8.00E-05,0.0025,7.00E-05,0.45962,4.00E-05,4.00E-05,0.45947
2.893,8.00E-05,0.0025,7.00E-05,0.45962,4.00E-05,4.00E-05,0.45947
2.894,8.00E-05,0.00249,7.00E-05,0.45962,4.00E-05,4.00E-05,0.45947
2.895,8.00E-05,0.00248,7.00E-05,0.45962,4.00E-05,4.00E-05,0.45947
2.896,8.00E-05,0.00248,7.00E-05,0.45962,4.00E-05,4.00E-05,0.45947
2.897,8.00E-05,0.00247,7.00E-05,0.45962,4.00E-05,4.00E-05,0.45947
2.898,8.00E-05,0.00247,7.00E-05,0.45962,4.00E-05,4.00E-05,0.45947
2.899,8.00E-05,0.00246,7.00E-05,0.45962,4.00E-05,4.00E-05,0.45947
2.9,8.00E-05,0.00245,7.00E-05,0.45962,4.00E-05,4.00E-05,0.45947
2.901,8.00E-05,0.00245,7.00E-05,0.45962,4.00E-05,4.00E-05,0.45947
2.902,8.00E-05,0.00244,7.00E-05,0.45962,4.00E-05,4.00E-05,0.45947
2.903,8.00E-05,0.00243,7.00E-05,0.45962,4.00E-05,4.00E-05,0.45947
2.904,8.00E-05,0.00243,7.00E-05,0.45962,4.00E-05,4.00E-05,0.45947
2.905,8.00E-05,0.00242,7.00E-05,0.45962,4.00E-05,4.00E-05,0.45947
2.906,8.00E-05,0.00242,7.00E-05,0.45962,4.00E-05,4.00E-05,0.45947
2.907,8.00E-05,0.00241,7.00E-05,0.45962,4.00E-05,4.00E-05,0.45947
2.908,8.00E-05,0.00241,7.00E-05,0.45962,4.00E-05,4.00E-05,0.45947
2.909,8.00E-05,0.0024,7.00E-05,0.45962,4.00E-05,4.00E-05,0.45947
2.91,8.00E-05,0.00239,7.00E-05,0.45962,4.00E-05,4.00E-05,0.45947
2.911,8.00E-05,0.00239,7.00E-05,0.45962,4.00E-05,4.00E-05,0.45947
2.912,8.00E-05,0.00238,7.00E-05,0.45962,4.00E-05,4.00E-05,0.45947
2.913,8.00E-05,0.00238,7.00E-05,0.45962,4.00E-05,4.00E-05,0.45947
2.914,8.00E-05,0.00237,7.00E-05,0.45962,4.00E-05,4.00E-05,0.45947
2.915,8.00E-05,0.00236,7.00E-05,0.45962,4.00E-05,4.00E-05,0.45947
2.916,8.00E-05,0.00236,7.00E-05,0.45962,4.00E-05,4.00E-05,0.45947
2.917,8.00E-05,0.00235,7.00E-05,0.45962,4.00E-05,4.00E-05,0.45947
2.918,8.00E-05,0.00235,7.00E-05,0.45962,4.00E-05,4.00E-05,0.45947
2.919,8.00E-05,0.00234,7.00E-05,0.45962,4.00E-05,4.00E-05,0.45947
2.92,8.00E-05,0.00233,6.00E-05,0.45962,4.00E-05,4.00E-05,0.45947
2.921,8.00E-05,0.00233,6.00E-05,0.45962,4.00E-05,4.00E-05,0.45947
2.922,8.00E-05,0.00232,6.00E-05,0.45962,4.00E-05,4.00E-05,0.45947
2.923,7.00E-05,0.00232,6.00E-05,0.45962,4.00E-05,4.00E-05,0.45947
2.924,7.00E-05,0.00231,6.00E-05,0.45962,4.00E-05,4.00E-05,0.45947
2.925,7.00E-05,0.00231,6.00E-05,0.45962,4.00E-05,4.00E-05,0.45947
2.926,7.00E-05,0.0023,6.00E-05,0.45962,4.00E-05,4.00E-05,0.45947
2.927,7.00E-05,0.00229,6.00E-05,0.45962,4.00E-05,4.00E-05,0.45947
2.928,7.00E-05,0.00229,6.00E-05,0.45962,4.00E-05,4.00E-05,0.45947
2.929,7.00E-05,0.00228,6.00E-05,0.45962,4.00E-05,4.00E-05,0.45947
2.93,7.00E-05,0.00228,6.00E-05,0.45962,4.00E-05,4.00E-05,0.45947
2.931,7.00E-05,0.00227,6.00E-05,0.45962,4.00E-05,4.00E-05,0.45947
2.932,7.00E-05,0.00227,6.00E-05,0.45962,4.00E-05,4.00E-05,0.45947
2.933,7.00E-05,0.00226,6.00E-05,0.45962,4.00E-05,4.00E-05,0.45947
2.934,7.00E-05,0.00226,6.00E-05,0.45962,4.00E-05,4.00E-05,0.45947
2.935,7.00E-05,0.00225,6.00E-05,0.45962,4.00E-05,4.00E-05,0.45947
2.936,7.00E-05,0.00224,6.00E-05,0.45962,4.00E-05,4.00E-05,0.45947
2.937,7.00E-05,0.00224,6.00E-05,0.45962,4.00E-05,4.00E-05,0.45947
2.938,7.00E-05,0.00223,6.00E-05,0.45962,4.00E-05,4.00E-05,0.45947
2.939,7.00E-05,0.00223,6.00E-05,0.45962,4.00E-05,4.00E-05,0.45947
2.94,7.00E-05,0.00222,6.00E-05,0.45962,4.00E-05,4.00E-05,0.45947
2.941,7.00E-05,0.00222,6.00E-05,0.45962,4.00E-05,4.00E-05,0.45947
2.942,7.00E-05,0.00221,6.00E-05,0.45962,4.00E-05,4.00E-05,0.45947
2.943,7.00E-05,0.00221,6.00E-05,0.45962,4.00E-05,4.00E-05,0.45947
2.944,7.00E-05,0.0022,6.00E-05,0.45962,4.00E-05,4.00E-05,0.45947
2.945,7.00E-05,0.0022,6.00E-05,0.45962,4.00E-05,4.00E-05,0.45947
