"","times","A_flux","B_flux","AB_flux","inert_flux","A_concentration","B_concentration","AB_concentration","AZ_concentration","BZ_concentration","Z_concentration","A_rate","B_rate","AB_rate","AZ_rate","BZ_rate","Z_rate"
"709",0.708,0.08322,0.15424,0.39598,0.54744,0.0647,0.12702,0.36869,0.58905,0.00069,-0.58974,0.15366,0.15918,-0.16237,0.14494,-0.00319,-0.14175
"710",0.709,0.08274,0.15355,0.39532,0.54609,0.06432,0.12645,0.36804,0.58919,0.00069,-0.58988,0.15281,0.15849,-0.16166,0.14397,-0.00317,-0.1408
"711",0.71,0.08226,0.15286,0.39466,0.54475,0.06396,0.12588,0.36739,0.58933,0.00068,-0.59002,0.15198,0.15779,-0.16095,0.143,-0.00316,-0.13984
"712",0.711,0.08179,0.15217,0.394,0.54341,0.06359,0.12531,0.36674,0.58948,0.00068,-0.59016,0.15114,0.1571,-0.16025,0.14204,-0.00314,-0.13889
"713",0.712,0.08132,0.15149,0.39334,0.54207,0.06322,0.12475,0.36609,0.58962,0.00068,-0.5903,0.15031,0.15642,-0.15955,0.14108,-0.00313,-0.13795
"714",0.713,0.08085,0.15081,0.39267,0.54073,0.06286,0.12419,0.36544,0.58976,0.00067,-0.59043,0.14949,0.15574,-0.15885,0.14013,-0.00311,-0.13701
"715",0.714,0.08039,0.15013,0.39201,0.5394,0.0625,0.12363,0.36479,0.5899,0.00067,-0.59057,0.14867,0.15506,-0.15815,0.13918,-0.0031,-0.13608
"716",0.715,0.07992,0.14946,0.39135,0.53807,0.06214,0.12308,0.36415,0.59004,0.00067,-0.59071,0.14785,0.15438,-0.15746,0.13824,-0.00308,-0.13516
"717",0.716,0.07946,0.14878,0.39069,0.53674,0.06178,0.12253,0.3635,0.59018,0.00066,-0.59084,0.14704,0.1537,-0.15677,0.1373,-0.00307,-0.13424
"718",0.717,0.07901,0.14812,0.39003,0.53542,0.06143,0.12197,0.36285,0.59031,0.00066,-0.59097,0.14623,0.15303,-0.15609,0.13638,-0.00305,-0.13332
"719",0.718,0.07855,0.14745,0.38937,0.5341,0.06108,0.12143,0.36221,0.59045,0.00066,-0.59111,0.14543,0.15236,-0.1554,0.13545,-0.00304,-0.13241
"720",0.719,0.0781,0.14679,0.38871,0.53279,0.06073,0.12088,0.36156,0.59058,0.00065,-0.59124,0.14463,0.1517,-0.15472,0.13453,-0.00302,-0.13151
"721",0.72,0.07765,0.14613,0.38805,0.53147,0.06038,0.12034,0.36092,0.59072,0.00065,-0.59137,0.14383,0.15103,-0.15404,0.13362,-0.00301,-0.13061
"722",0.721,0.0772,0.14547,0.3874,0.53016,0.06003,0.1198,0.36027,0.59085,0.00065,-0.5915,0.14304,0.15037,-0.15337,0.13271,-0.003,-0.12972
"723",0.722,0.07676,0.14482,0.38674,0.52886,0.05969,0.11926,0.35963,0.59098,0.00065,-0.59163,0.14225,0.14971,-0.1527,0.13181,-0.00298,-0.12883
"724",0.723,0.07632,0.14417,0.38608,0.52755,0.05935,0.11872,0.35898,0.59111,0.00064,-0.59176,0.14147,0.14906,-0.15203,0.13092,-0.00297,-0.12795
"725",0.724,0.07588,0.14352,0.38542,0.52625,0.059,0.11819,0.35834,0.59124,0.00064,-0.59188,0.14069,0.14841,-0.15136,0.13003,-0.00295,-0.12707
"726",0.725,0.07544,0.14287,0.38476,0.52496,0.05867,0.11766,0.3577,0.59137,0.00064,-0.59201,0.13992,0.14776,-0.1507,0.12914,-0.00294,-0.1262
"727",0.726,0.07501,0.14223,0.38411,0.52366,0.05833,0.11713,0.35705,0.5915,0.00063,-0.59214,0.13915,0.14711,-0.15004,0.12826,-0.00292,-0.12533
"728",0.727,0.07458,0.14159,0.38345,0.52237,0.058,0.1166,0.35641,0.59163,0.00063,-0.59226,0.13838,0.14647,-0.14938,0.12738,-0.00291,-0.12447
"729",0.728,0.07415,0.14095,0.38279,0.52109,0.05766,0.11608,0.35577,0.59176,0.00063,-0.59239,0.13762,0.14583,-0.14872,0.12652,-0.0029,-0.12362
"730",0.729,0.07372,0.14032,0.38213,0.5198,0.05733,0.11556,0.35513,0.59188,0.00063,-0.59251,0.13686,0.14519,-0.14807,0.12565,-0.00288,-0.12277
"731",0.73,0.0733,0.13969,0.38148,0.51852,0.057,0.11504,0.35449,0.59201,0.00062,-0.59263,0.13611,0.14455,-0.14742,0.12479,-0.00287,-0.12192
"732",0.731,0.07288,0.13906,0.38082,0.51724,0.05668,0.11452,0.35385,0.59213,0.00062,-0.59275,0.13536,0.14392,-0.14677,0.12394,-0.00286,-0.12108
"733",0.732,0.07246,0.13844,0.38017,0.51597,0.05635,0.11401,0.35321,0.59226,0.00062,-0.59287,0.13461,0.14329,-0.14613,0.12309,-0.00284,-0.12025
"734",0.733,0.07204,0.13782,0.37951,0.5147,0.05603,0.1135,0.35257,0.59238,0.00061,-0.59299,0.13387,0.14266,-0.14549,0.12225,-0.00283,-0.11942
"735",0.734,0.07163,0.1372,0.37886,0.51343,0.05571,0.11299,0.35193,0.5925,0.00061,-0.59311,0.13313,0.14203,-0.14485,0.12141,-0.00281,-0.11859
"736",0.735,0.07121,0.13658,0.3782,0.51216,0.05539,0.11248,0.3513,0.59262,0.00061,-0.59323,0.13239,0.14141,-0.14421,0.12058,-0.0028,-0.11777
"737",0.736,0.0708,0.13597,0.37755,0.5109,0.05507,0.11197,0.35066,0.59274,0.00061,-0.59335,0.13166,0.14079,-0.14358,0.11975,-0.00279,-0.11696
"738",0.737,0.0704,0.13535,0.37689,0.50964,0.05475,0.11147,0.35002,0.59286,6e-04,-0.59346,0.13094,0.14017,-0.14295,0.11893,-0.00277,-0.11615
"739",0.738,0.06999,0.13475,0.37624,0.50839,0.05444,0.11097,0.34939,0.59298,6e-04,-0.59358,0.13021,0.13956,-0.14232,0.11811,-0.00276,-0.11535
"740",0.739,0.06959,0.13414,0.37559,0.50714,0.05413,0.11047,0.34875,0.5931,6e-04,-0.5937,0.12949,0.13895,-0.1417,0.11729,-0.00275,-0.11455
"741",0.74,0.06919,0.13354,0.37494,0.50589,0.05382,0.10998,0.34812,0.59322,0.00059,-0.59381,0.12878,0.13834,-0.14107,0.11649,-0.00274,-0.11375
"742",0.741,0.06879,0.13294,0.37428,0.50464,0.05351,0.10948,0.34748,0.59333,0.00059,-0.59392,0.12807,0.13773,-0.14045,0.11568,-0.00272,-0.11296
"743",0.742,0.0684,0.13234,0.37363,0.5034,0.0532,0.10899,0.34685,0.59345,0.00059,-0.59404,0.12736,0.13713,-0.13984,0.11489,-0.00271,-0.11218
"744",0.743,0.06801,0.13175,0.37298,0.50216,0.0529,0.1085,0.34621,0.59356,0.00059,-0.59415,0.12666,0.13652,-0.13922,0.11409,-0.0027,-0.1114
"745",0.744,0.06761,0.13115,0.37233,0.50092,0.0526,0.10801,0.34558,0.59367,0.00058,-0.59426,0.12596,0.13592,-0.13861,0.1133,-0.00268,-0.11062
"746",0.745,0.06723,0.13056,0.37168,0.49968,0.05229,0.10753,0.34495,0.59379,0.00058,-0.59437,0.12526,0.13533,-0.138,0.11252,-0.00267,-0.10985
"747",0.746,0.06684,0.12998,0.37103,0.49845,0.05199,0.10705,0.34432,0.5939,0.00058,-0.59448,0.12457,0.13473,-0.13739,0.11174,-0.00266,-0.10908
"748",0.747,0.06646,0.12939,0.37038,0.49722,0.0517,0.10657,0.34369,0.59401,0.00058,-0.59459,0.12388,0.13414,-0.13679,0.11097,-0.00265,-0.10832
"749",0.748,0.06607,0.12881,0.36973,0.496,0.0514,0.10609,0.34306,0.59412,0.00057,-0.59469,0.12319,0.13355,-0.13619,0.1102,-0.00263,-0.10757
"750",0.749,0.06569,0.12823,0.36908,0.49478,0.05111,0.10561,0.34243,0.59423,0.00057,-0.5948,0.12251,0.13297,-0.13559,0.10944,-0.00262,-0.10682
"751",0.75,0.06532,0.12766,0.36843,0.49356,0.05081,0.10514,0.3418,0.59434,0.00057,-0.59491,0.12183,0.13238,-0.13499,0.10868,-0.00261,-0.10607
"752",0.751,0.06494,0.12708,0.36778,0.49234,0.05052,0.10466,0.34117,0.59445,0.00057,-0.59501,0.12116,0.1318,-0.1344,0.10792,-0.0026,-0.10533
"753",0.752,0.06457,0.12651,0.36713,0.49113,0.05023,0.10419,0.34054,0.59456,0.00056,-0.59512,0.12049,0.13122,-0.1338,0.10717,-0.00258,-0.10459
"754",0.753,0.0642,0.12594,0.36649,0.48992,0.04995,0.10373,0.33991,0.59466,0.00056,-0.59522,0.11982,0.13064,-0.13321,0.10643,-0.00257,-0.10385
"755",0.754,0.06383,0.12538,0.36584,0.48871,0.04966,0.10326,0.33929,0.59477,0.00056,-0.59533,0.11916,0.13007,-0.13263,0.10569,-0.00256,-0.10313
"756",0.755,0.06346,0.12482,0.36519,0.48751,0.04938,0.1028,0.33866,0.59487,0.00055,-0.59543,0.1185,0.1295,-0.13204,0.10495,-0.00255,-0.1024
"757",0.756,0.0631,0.12425,0.36455,0.48631,0.04909,0.10233,0.33803,0.59498,0.00055,-0.59553,0.11784,0.12893,-0.13146,0.10422,-0.00254,-0.10168
"758",0.757,0.06274,0.1237,0.3639,0.48511,0.04881,0.10188,0.33741,0.59508,0.00055,-0.59563,0.11719,0.12836,-0.13088,0.10349,-0.00252,-0.10097
"759",0.758,0.06238,0.12314,0.36326,0.48391,0.04853,0.10142,0.33678,0.59519,0.00055,-0.59573,0.11654,0.1278,-0.13031,0.10277,-0.00251,-0.10026
"760",0.759,0.06202,0.12259,0.36261,0.48272,0.04825,0.10096,0.33616,0.59529,0.00054,-0.59583,0.11589,0.12723,-0.12973,0.10205,-0.0025,-0.09955
"761",0.76,0.06166,0.12204,0.36197,0.48153,0.04798,0.10051,0.33554,0.59539,0.00054,-0.59593,0.11525,0.12667,-0.12916,0.10134,-0.00249,-0.09885
"762",0.761,0.06131,0.12149,0.36132,0.48034,0.0477,0.10006,0.33491,0.59549,0.00054,-0.59603,0.11461,0.12612,-0.12859,0.10063,-0.00248,-0.09815
"763",0.762,0.06096,0.12094,0.36068,0.47916,0.04743,0.09961,0.33429,0.59559,0.00054,-0.59613,0.11397,0.12556,-0.12803,0.09992,-0.00246,-0.09746
"764",0.763,0.06061,0.1204,0.36004,0.47798,0.04716,0.09916,0.33367,0.59569,0.00053,-0.59623,0.11334,0.12501,-0.12746,0.09922,-0.00245,-0.09677
"765",0.764,0.06026,0.11986,0.35939,0.4768,0.04689,0.09872,0.33305,0.59579,0.00053,-0.59632,0.11271,0.12446,-0.1269,0.09853,-0.00244,-0.09608
"766",0.765,0.05991,0.11932,0.35875,0.47563,0.04662,0.09827,0.33243,0.59589,0.00053,-0.59642,0.11209,0.12391,-0.12634,0.09783,-0.00243,-0.0954
"767",0.766,0.05957,0.11878,0.35811,0.47445,0.04635,0.09783,0.33181,0.59599,0.00053,-0.59651,0.11146,0.12336,-0.12578,0.09715,-0.00242,-0.09473
"768",0.767,0.05923,0.11825,0.35747,0.47329,0.04609,0.09739,0.33119,0.59608,0.00053,-0.59661,0.11085,0.12282,-0.12523,0.09646,-0.00241,-0.09406
"769",0.768,0.05889,0.11772,0.35683,0.47212,0.04582,0.09695,0.33057,0.59618,0.00052,-0.5967,0.11023,0.12228,-0.12468,0.09579,-0.0024,-0.09339
"770",0.769,0.05855,0.11719,0.35619,0.47096,0.04556,0.09652,0.32996,0.59627,0.00052,-0.59679,0.10962,0.12174,-0.12413,0.09511,-0.00238,-0.09273
"771",0.77,0.05821,0.11666,0.35555,0.4698,0.0453,0.09609,0.32934,0.59637,0.00052,-0.59689,0.10901,0.1212,-0.12358,0.09444,-0.00237,-0.09207
"772",0.771,0.05788,0.11614,0.35491,0.46864,0.04504,0.09565,0.32872,0.59646,0.00052,-0.59698,0.1084,0.12067,-0.12303,0.09377,-0.00236,-0.09141
"773",0.772,0.05755,0.11562,0.35427,0.46748,0.04478,0.09523,0.32811,0.59656,0.00051,-0.59707,0.1078,0.12014,-0.12249,0.09311,-0.00235,-0.09076
"774",0.773,0.05722,0.1151,0.35363,0.46633,0.04453,0.0948,0.32749,0.59665,0.00051,-0.59716,0.1072,0.11961,-0.12195,0.09245,-0.00234,-0.09012
"775",0.774,0.05689,0.11458,0.353,0.46518,0.04427,0.09437,0.32688,0.59674,0.00051,-0.59725,0.10661,0.11908,-0.12141,0.0918,-0.00233,-0.08947
"776",0.775,0.05656,0.11407,0.35236,0.46404,0.04402,0.09395,0.32626,0.59683,0.00051,-0.59734,0.10601,0.11856,-0.12087,0.09115,-0.00232,-0.08883
"777",0.776,0.05624,0.11355,0.35172,0.46289,0.04377,0.09353,0.32565,0.59692,5e-04,-0.59743,0.10542,0.11803,-0.12034,0.09051,-0.00231,-0.0882
"778",0.777,0.05592,0.11304,0.35109,0.46175,0.04352,0.09311,0.32504,0.59701,5e-04,-0.59752,0.10484,0.11751,-0.11981,0.08987,-0.0023,-0.08757
"779",0.778,0.0556,0.11254,0.35045,0.46061,0.04327,0.09269,0.32442,0.5971,5e-04,-0.5976,0.10425,0.117,-0.11928,0.08923,-0.00228,-0.08694
"780",0.779,0.05528,0.11203,0.34982,0.45948,0.04302,0.09227,0.32381,0.59719,5e-04,-0.59769,0.10367,0.11648,-0.11875,0.08859,-0.00227,-0.08632
"781",0.78,0.05496,0.11153,0.34918,0.45835,0.04278,0.09186,0.3232,0.59728,0.00049,-0.59778,0.1031,0.11597,-0.11823,0.08797,-0.00226,-0.0857
"782",0.781,0.05465,0.11103,0.34855,0.45722,0.04253,0.09145,0.32259,0.59737,0.00049,-0.59786,0.10252,0.11545,-0.11771,0.08734,-0.00225,-0.08509
"783",0.782,0.05433,0.11053,0.34791,0.45609,0.04229,0.09104,0.32198,0.59746,0.00049,-0.59795,0.10195,0.11494,-0.11719,0.08672,-0.00224,-0.08448
"784",0.783,0.05402,0.11003,0.34728,0.45497,0.04205,0.09063,0.32137,0.59754,0.00049,-0.59803,0.10139,0.11444,-0.11667,0.0861,-0.00223,-0.08387
"785",0.784,0.05371,0.10954,0.34665,0.45385,0.0418,0.09022,0.32077,0.59763,0.00049,-0.59811,0.10082,0.11393,-0.11615,0.08549,-0.00222,-0.08327
"786",0.785,0.0534,0.10905,0.34602,0.45273,0.04157,0.08981,0.32016,0.59771,0.00048,-0.5982,0.10026,0.11343,-0.11564,0.08488,-0.00221,-0.08267
"787",0.786,0.0531,0.10856,0.34539,0.45161,0.04133,0.08941,0.31955,0.5978,0.00048,-0.59828,0.0997,0.11293,-0.11513,0.08427,-0.0022,-0.08207
"788",0.787,0.05279,0.10807,0.34476,0.4505,0.04109,0.08901,0.31895,0.59788,0.00048,-0.59836,0.09915,0.11243,-0.11462,0.08367,-0.00219,-0.08148
"789",0.788,0.05249,0.10758,0.34413,0.44939,0.04086,0.08861,0.31834,0.59796,0.00048,-0.59844,0.09859,0.11193,-0.11411,0.08307,-0.00218,-0.08089
"790",0.789,0.05219,0.1071,0.3435,0.44828,0.04062,0.08821,0.31774,0.59805,0.00047,-0.59852,0.09804,0.11144,-0.11361,0.08248,-0.00217,-0.08031
"791",0.79,0.05189,0.10662,0.34287,0.44718,0.04039,0.08782,0.31713,0.59813,0.00047,-0.5986,0.0975,0.11095,-0.11311,0.08189,-0.00216,-0.07973
"792",0.791,0.05159,0.10614,0.34224,0.44608,0.04016,0.08742,0.31653,0.59821,0.00047,-0.59868,0.09695,0.11046,-0.11261,0.0813,-0.00215,-0.07915
"793",0.792,0.0513,0.10566,0.34161,0.44498,0.03993,0.08703,0.31593,0.59829,0.00047,-0.59876,0.09641,0.10997,-0.11211,0.08072,-0.00214,-0.07858
"794",0.793,0.051,0.10519,0.34098,0.44388,0.0397,0.08664,0.31533,0.59837,0.00047,-0.59884,0.09588,0.10948,-0.11161,0.08014,-0.00213,-0.07801
"795",0.794,0.05071,0.10472,0.34036,0.44279,0.03948,0.08625,0.31472,0.59845,0.00046,-0.59892,0.09534,0.109,-0.11112,0.07956,-0.00212,-0.07745
"796",0.795,0.05042,0.10425,0.33973,0.44169,0.03925,0.08586,0.31412,0.59853,0.00046,-0.59899,0.09481,0.10852,-0.11063,0.07899,-0.00211,-0.07688
"797",0.796,0.05013,0.10378,0.33911,0.44061,0.03903,0.08548,0.31352,0.59861,0.00046,-0.59907,0.09428,0.10804,-0.11014,0.07843,-0.0021,-0.07633
"798",0.797,0.04984,0.10331,0.33848,0.43952,0.0388,0.08509,0.31292,0.59869,0.00046,-0.59915,0.09376,0.10756,-0.10965,0.07786,-0.00209,-0.07577
"799",0.798,0.04956,0.10285,0.33786,0.43844,0.03858,0.08471,0.31233,0.59877,0.00046,-0.59922,0.09323,0.10709,-0.10917,0.0773,-0.00208,-0.07522
"800",0.799,0.04928,0.10239,0.33723,0.43736,0.03836,0.08433,0.31173,0.59884,0.00045,-0.5993,0.09271,0.10661,-0.10868,0.07674,-0.00207,-0.07467
"801",0.8,0.04899,0.10193,0.33661,0.43628,0.03814,0.08395,0.31113,0.59892,0.00045,-0.59937,0.0922,0.10614,-0.1082,0.07619,-0.00206,-0.07413
"802",0.801,0.04871,0.10147,0.33599,0.4352,0.03792,0.08358,0.31054,0.599,0.00045,-0.59944,0.09168,0.10567,-0.10772,0.07564,-0.00205,-0.07359
"803",0.802,0.04843,0.10101,0.33537,0.43413,0.03771,0.0832,0.30994,0.59907,0.00045,-0.59952,0.09117,0.1052,-0.10725,0.07509,-0.00204,-0.07305
"804",0.803,0.04816,0.10056,0.33475,0.43306,0.03749,0.08283,0.30934,0.59915,0.00045,-0.59959,0.09066,0.10474,-0.10677,0.07455,-0.00203,-0.07252
"805",0.804,0.04788,0.10011,0.33412,0.432,0.03728,0.08246,0.30875,0.59922,0.00044,-0.59966,0.09015,0.10428,-0.1063,0.07401,-0.00202,-0.07199
"806",0.805,0.04761,0.09966,0.3335,0.43093,0.03706,0.08209,0.30816,0.59929,0.00044,-0.59974,0.08965,0.10381,-0.10583,0.07347,-0.00201,-0.07146
"807",0.806,0.04733,0.09921,0.33288,0.42987,0.03685,0.08172,0.30756,0.59937,0.00044,-0.59981,0.08915,0.10335,-0.10536,0.07294,-0.002,-0.07094
"808",0.807,0.04706,0.09877,0.33227,0.42881,0.03664,0.08135,0.30697,0.59944,0.00044,-0.59988,0.08865,0.1029,-0.10489,0.07241,-0.00199,-0.07042
"809",0.808,0.04679,0.09832,0.33165,0.42775,0.03643,0.08099,0.30638,0.59951,0.00044,-0.59995,0.08816,0.10244,-0.10443,0.07188,-0.00199,-0.0699
"810",0.809,0.04653,0.09788,0.33103,0.4267,0.03622,0.08062,0.30579,0.59958,0.00043,-0.60002,0.08766,0.10199,-0.10397,0.07136,-0.00198,-0.06939
"811",0.81,0.04626,0.09744,0.33041,0.42565,0.03602,0.08026,0.3052,0.59965,0.00043,-0.60009,0.08717,0.10154,-0.1035,0.07084,-0.00197,-0.06888
"812",0.811,0.04599,0.097,0.3298,0.4246,0.03581,0.0799,0.30461,0.59972,0.00043,-0.60015,0.08669,0.10109,-0.10305,0.07033,-0.00196,-0.06837
"813",0.812,0.04573,0.09657,0.32918,0.42355,0.03561,0.07954,0.30402,0.5998,0.00043,-0.60022,0.0862,0.10064,-0.10259,0.06981,-0.00195,-0.06787
"814",0.813,0.04547,0.09613,0.32857,0.42251,0.0354,0.07918,0.30343,0.59986,0.00043,-0.60029,0.08572,0.1002,-0.10213,0.06931,-0.00194,-0.06737
"815",0.814,0.04521,0.0957,0.32795,0.42147,0.0352,0.07883,0.30285,0.59993,0.00042,-0.60036,0.08524,0.09975,-0.10168,0.0688,-0.00193,-0.06687
"816",0.815,0.04495,0.09527,0.32734,0.42043,0.035,0.07848,0.30226,0.6,0.00042,-0.60042,0.08476,0.09931,-0.10123,0.0683,-0.00192,-0.06638
"817",0.816,0.04469,0.09484,0.32672,0.41939,0.0348,0.07812,0.30168,0.60007,0.00042,-0.60049,0.08429,0.09887,-0.10078,0.0678,-0.00191,-0.06589
"818",0.817,0.04444,0.09442,0.32611,0.41836,0.0346,0.07777,0.30109,0.60014,0.00042,-0.60056,0.08382,0.09843,-0.10034,0.0673,-0.0019,-0.0654
"819",0.818,0.04418,0.094,0.3255,0.41733,0.0344,0.07742,0.30051,0.6002,0.00042,-0.60062,0.08335,0.098,-0.09989,0.06681,-0.00189,-0.06491
"820",0.819,0.04393,0.09357,0.32489,0.4163,0.03421,0.07708,0.29992,0.60027,0.00041,-0.60069,0.08288,0.09756,-0.09945,0.06632,-0.00189,-0.06443
"821",0.82,0.04368,0.09315,0.32428,0.41528,0.03401,0.07673,0.29934,0.60034,0.00041,-0.60075,0.08242,0.09713,-0.09901,0.06583,-0.00188,-0.06396
"822",0.821,0.04343,0.09273,0.32367,0.41425,0.03382,0.07639,0.29876,0.6004,0.00041,-0.60081,0.08196,0.0967,-0.09857,0.06535,-0.00187,-0.06348
"823",0.822,0.04318,0.09232,0.32306,0.41323,0.03362,0.07604,0.29818,0.60047,0.00041,-0.60088,0.0815,0.09627,-0.09813,0.06487,-0.00186,-0.06301
"824",0.823,0.04293,0.0919,0.32245,0.41221,0.03343,0.0757,0.2976,0.60053,0.00041,-0.60094,0.08104,0.09585,-0.0977,0.06439,-0.00185,-0.06254
"825",0.824,0.04269,0.09149,0.32184,0.4112,0.03324,0.07536,0.29702,0.6006,4e-04,-0.601,0.08059,0.09542,-0.09726,0.06392,-0.00184,-0.06208
"826",0.825,0.04244,0.09108,0.32124,0.41018,0.03305,0.07502,0.29644,0.60066,4e-04,-0.60106,0.08014,0.095,-0.09683,0.06345,-0.00183,-0.06161
"827",0.826,0.0422,0.09067,0.32063,0.40917,0.03286,0.07469,0.29586,0.60072,4e-04,-0.60113,0.07969,0.09458,-0.0964,0.06298,-0.00183,-0.06115
"828",0.827,0.04196,0.09026,0.32002,0.40816,0.03268,0.07435,0.29528,0.60079,4e-04,-0.60119,0.07924,0.09416,-0.09597,0.06252,-0.00182,-0.0607
"829",0.828,0.04172,0.08986,0.31942,0.40716,0.03249,0.07402,0.2947,0.60085,4e-04,-0.60125,0.0788,0.09374,-0.09555,0.06205,-0.00181,-0.06024
"830",0.829,0.04148,0.08946,0.31881,0.40616,0.0323,0.07369,0.29413,0.60091,4e-04,-0.60131,0.07836,0.09332,-0.09512,0.06159,-0.0018,-0.05979
"831",0.83,0.04124,0.08905,0.31821,0.40516,0.03212,0.07336,0.29355,0.60097,0.00039,-0.60137,0.07792,0.09291,-0.0947,0.06114,-0.00179,-0.05935
"832",0.831,0.04101,0.08865,0.3176,0.40416,0.03194,0.07303,0.29298,0.60103,0.00039,-0.60143,0.07748,0.0925,-0.09428,0.06069,-0.00178,-0.0589
"833",0.832,0.04077,0.08826,0.317,0.40316,0.03175,0.0727,0.2924,0.60109,0.00039,-0.60148,0.07705,0.09209,-0.09386,0.06024,-0.00178,-0.05846
"834",0.833,0.04054,0.08786,0.3164,0.40217,0.03157,0.07237,0.29183,0.60115,0.00039,-0.60154,0.07662,0.09168,-0.09345,0.05979,-0.00177,-0.05802
"835",0.834,0.04031,0.08747,0.3158,0.40118,0.03139,0.07205,0.29126,0.60121,0.00039,-0.6016,0.07619,0.09127,-0.09303,0.05935,-0.00176,-0.05759
"836",0.835,0.04008,0.08707,0.3152,0.40019,0.03121,0.07172,0.29069,0.60127,0.00039,-0.60166,0.07576,0.09087,-0.09262,0.05891,-0.00175,-0.05715
"837",0.836,0.03985,0.08668,0.3146,0.3992,0.03103,0.0714,0.29012,0.60133,0.00038,-0.60171,0.07534,0.09047,-0.09221,0.05847,-0.00174,-0.05672
"838",0.837,0.03962,0.08629,0.314,0.39822,0.03086,0.07108,0.28955,0.60139,0.00038,-0.60177,0.07492,0.09006,-0.0918,0.05803,-0.00173,-0.0563
"839",0.838,0.03939,0.08591,0.3134,0.39724,0.03068,0.07076,0.28898,0.60145,0.00038,-0.60183,0.0745,0.08966,-0.09139,0.0576,-0.00173,-0.05587
"840",0.839,0.03917,0.08552,0.3128,0.39626,0.03051,0.07045,0.28841,0.6015,0.00038,-0.60188,0.07408,0.08927,-0.09099,0.05717,-0.00172,-0.05545
"841",0.84,0.03894,0.08514,0.31221,0.39528,0.03033,0.07013,0.28784,0.60156,0.00038,-0.60194,0.07366,0.08887,-0.09058,0.05674,-0.00171,-0.05503
"842",0.841,0.03872,0.08475,0.31161,0.39431,0.03016,0.06982,0.28727,0.60162,0.00037,-0.60199,0.07325,0.08848,-0.09018,0.05632,-0.0017,-0.05462
"843",0.842,0.0385,0.08437,0.31101,0.39334,0.02999,0.0695,0.28671,0.60167,0.00037,-0.60205,0.07284,0.08808,-0.08978,0.0559,-0.0017,-0.0542
"844",0.843,0.03828,0.084,0.31042,0.39237,0.02982,0.06919,0.28614,0.60173,0.00037,-0.6021,0.07243,0.08769,-0.08938,0.05548,-0.00169,-0.05379
"845",0.844,0.03806,0.08362,0.30982,0.3914,0.02965,0.06888,0.28558,0.60178,0.00037,-0.60215,0.07202,0.0873,-0.08898,0.05506,-0.00168,-0.05339
"846",0.845,0.03784,0.08324,0.30923,0.39044,0.02948,0.06857,0.28501,0.60184,0.00037,-0.60221,0.07162,0.08692,-0.08859,0.05465,-0.00167,-0.05298
"847",0.846,0.03763,0.08287,0.30864,0.38947,0.02931,0.06826,0.28445,0.60189,0.00037,-0.60226,0.07122,0.08653,-0.08819,0.05424,-0.00166,-0.05258
"848",0.847,0.03741,0.0825,0.30804,0.38851,0.02914,0.06796,0.28389,0.60195,0.00036,-0.60231,0.07082,0.08615,-0.0878,0.05383,-0.00166,-0.05218
"849",0.848,0.0372,0.08213,0.30745,0.38756,0.02897,0.06765,0.28333,0.602,0.00036,-0.60236,0.07042,0.08576,-0.08741,0.05343,-0.00165,-0.05178
"850",0.849,0.03699,0.08176,0.30686,0.3866,0.02881,0.06735,0.28276,0.60206,0.00036,-0.60242,0.07003,0.08538,-0.08702,0.05303,-0.00164,-0.05139
"851",0.85,0.03678,0.08139,0.30627,0.38565,0.02865,0.06705,0.2822,0.60211,0.00036,-0.60247,0.06963,0.085,-0.08664,0.05263,-0.00163,-0.051
"852",0.851,0.03656,0.08103,0.30568,0.3847,0.02848,0.06675,0.28164,0.60216,0.00036,-0.60252,0.06924,0.08463,-0.08625,0.05223,-0.00163,-0.05061
"853",0.852,0.03636,0.08066,0.30509,0.38375,0.02832,0.06645,0.28109,0.60221,0.00036,-0.60257,0.06885,0.08425,-0.08587,0.05184,-0.00162,-0.05022
"854",0.853,0.03615,0.0803,0.3045,0.38281,0.02816,0.06615,0.28053,0.60226,0.00035,-0.60262,0.06847,0.08388,-0.08549,0.05145,-0.00161,-0.04984
"855",0.854,0.03594,0.07994,0.30392,0.38186,0.028,0.06585,0.27997,0.60232,0.00035,-0.60267,0.06808,0.0835,-0.08511,0.05106,-0.0016,-0.04945
"856",0.855,0.03574,0.07958,0.30333,0.38092,0.02784,0.06556,0.27941,0.60237,0.00035,-0.60272,0.0677,0.08313,-0.08473,0.05067,-0.0016,-0.04908
"857",0.856,0.03553,0.07922,0.30274,0.37998,0.02768,0.06526,0.27886,0.60242,0.00035,-0.60277,0.06732,0.08276,-0.08435,0.05029,-0.00159,-0.0487
"858",0.857,0.03533,0.07887,0.30216,0.37905,0.02752,0.06497,0.2783,0.60247,0.00035,-0.60282,0.06694,0.0824,-0.08398,0.04991,-0.00158,-0.04832
"859",0.858,0.03513,0.07851,0.30157,0.37811,0.02736,0.06468,0.27775,0.60252,0.00035,-0.60286,0.06657,0.08203,-0.0836,0.04953,-0.00157,-0.04795
"860",0.859,0.03493,0.07816,0.30099,0.37718,0.02721,0.06439,0.2772,0.60257,0.00035,-0.60291,0.06619,0.08167,-0.08323,0.04915,-0.00157,-0.04758
"861",0.86,0.03473,0.07781,0.30041,0.37625,0.02705,0.0641,0.27664,0.60261,0.00034,-0.60296,0.06582,0.0813,-0.08286,0.04878,-0.00156,-0.04722
