"times","A_flux","B_flux","AB_flux","inert_flux","A_concentration","B_concentration","AB_concentration","AZ_concentration","BZ_concentration","Z_concentration","A_rate","B_rate","AB_rate","AZ_rate","BZ_rate","Z_rate"
0.987,0.00629,0.07955,0.1955,0.27504,0.00471,0.06712,0.18066,0.88072,0,-0.88072,0.01795,0.05911,-0.05911,-0.02321,0,0.02321
0.988,0.00625,0.07923,0.19513,0.27437,0.00468,0.06685,0.18032,0.88069,0,-0.88069,0.01783,0.05888,-0.05888,-0.02322,0,0.02322
0.989,0.00621,0.07892,0.19477,0.27369,0.00465,0.06659,0.17997,0.88067,0,-0.88067,0.01771,0.05864,-0.05864,-0.02322,0,0.02322
0.99,0.00617,0.07861,0.19441,0.27302,0.00462,0.06633,0.17963,0.88065,0,-0.88065,0.0176,0.05841,-0.05841,-0.02322,0,0.02322
0.991,0.00613,0.0783,0.19405,0.27234,0.00459,0.06606,0.17928,0.88062,0,-0.88062,0.01748,0.05818,-0.05818,-0.02322,0,0.02322
0.992,0.00609,0.07799,0.19368,0.27167,0.00456,0.0658,0.17894,0.8806,0,-0.8806,0.01736,0.05795,-0.05795,-0.02322,0,0.02322
0.993,0.00605,0.07768,0.19332,0.271,0.00453,0.06554,0.1786,0.88058,0,-0.88058,0.01725,0.05771,-0.05771,-0.02322,0,0.02322
0.994,0.00601,0.07737,0.19296,0.27033,0.0045,0.06528,0.17826,0.88055,0,-0.88055,0.01714,0.05749,-0.05749,-0.02321,0,0.02321
0.995,0.00597,0.07707,0.1926,0.26967,0.00447,0.06503,0.17791,0.88053,0,-0.88053,0.01702,0.05726,-0.05726,-0.02321,0,0.02321
0.996,0.00593,0.07676,0.19224,0.269,0.00444,0.06477,0.17757,0.88051,0,-0.88051,0.01691,0.05703,-0.05703,-0.02321,0,0.02321
0.997,0.00589,0.07646,0.19188,0.26834,0.00441,0.06451,0.17723,0.88048,0,-0.88048,0.0168,0.0568,-0.0568,-0.0232,0,0.0232
0.998,0.00585,0.07616,0.19152,0.26768,0.00438,0.06426,0.17689,0.88046,0,-0.88046,0.01669,0.05658,-0.05658,-0.0232,0,0.0232
0.999,0.00581,0.07585,0.19117,0.26702,0.00435,0.064,0.17655,0.88044,0,-0.88044,0.01658,0.05635,-0.05635,-0.02319,0,0.02319
1,0.00577,0.07555,0.19081,0.26636,0.00432,0.06375,0.17621,0.88041,0,-0.88041,0.01647,0.05613,-0.05613,-0.02319,0,0.02319
1.001,0.00574,0.07526,0.19045,0.26571,0.00429,0.0635,0.17587,0.88039,0,-0.88039,0.01636,0.0559,-0.0559,-0.02318,0,0.02318
1.002,0.0057,0.07496,0.19009,0.26505,0.00426,0.06325,0.17553,0.88037,0,-0.88037,0.01625,0.05568,-0.05568,-0.02318,0,0.02318
1.003,0.00566,0.07466,0.18974,0.2644,0.00424,0.063,0.17519,0.88034,0,-0.88034,0.01615,0.05546,-0.05546,-0.02317,0,0.02317
1.004,0.00562,0.07437,0.18938,0.26375,0.00421,0.06275,0.17486,0.88032,0,-0.88032,0.01604,0.05524,-0.05524,-0.02316,0,0.02316
1.005,0.00559,0.07407,0.18902,0.2631,0.00418,0.0625,0.17452,0.8803,0,-0.8803,0.01593,0.05502,-0.05502,-0.02315,0,0.02315
1.006,0.00555,0.07378,0.18867,0.26245,0.00415,0.06225,0.17418,0.88027,0,-0.88027,0.01583,0.0548,-0.0548,-0.02315,0,0.02315
1.007,0.00551,0.07349,0.18831,0.2618,0.00413,0.06201,0.17384,0.88025,0,-0.88025,0.01572,0.05458,-0.05458,-0.02314,0,0.02314
1.008,0.00548,0.0732,0.18796,0.26116,0.0041,0.06176,0.17351,0.88023,0,-0.88023,0.01562,0.05437,-0.05437,-0.02313,0,0.02313
1.009,0.00544,0.07291,0.1876,0.26051,0.00407,0.06152,0.17317,0.8802,0,-0.8802,0.01552,0.05415,-0.05415,-0.02312,0,0.02312
1.01,0.00541,0.07262,0.18725,0.25987,0.00405,0.06128,0.17284,0.88018,0,-0.88018,0.01541,0.05393,-0.05393,-0.02311,0,0.02311
1.011,0.00537,0.07233,0.1869,0.25923,0.00402,0.06103,0.1725,0.88016,0,-0.88016,0.01531,0.05372,-0.05372,-0.02309,0,0.02309
1.012,0.00534,0.07205,0.18654,0.25859,0.00399,0.06079,0.17217,0.88014,0,-0.88014,0.01521,0.05351,-0.05351,-0.02308,0,0.02308
1.013,0.0053,0.07176,0.18619,0.25796,0.00397,0.06055,0.17183,0.88011,0,-0.88011,0.01511,0.05329,-0.05329,-0.02307,0,0.02307
1.014,0.00527,0.07148,0.18584,0.25732,0.00394,0.06031,0.1715,0.88009,0,-0.88009,0.01501,0.05308,-0.05308,-0.02306,0,0.02306
1.015,0.00523,0.0712,0.18549,0.25669,0.00391,0.06007,0.17117,0.88007,0,-0.88007,0.01491,0.05287,-0.05287,-0.02304,0,0.02304
1.016,0.0052,0.07091,0.18514,0.25605,0.00389,0.05984,0.17084,0.88004,0,-0.88004,0.01481,0.05266,-0.05266,-0.02303,0,0.02303
1.017,0.00516,0.07063,0.18479,0.25542,0.00386,0.0596,0.1705,0.88002,0,-0.88002,0.01472,0.05245,-0.05245,-0.02302,0,0.02302
1.018,0.00513,0.07036,0.18444,0.25479,0.00384,0.05937,0.17017,0.88,0,-0.88,0.01462,0.05224,-0.05224,-0.023,0,0.023
1.019,0.00509,0.07008,0.18409,0.25416,0.00381,0.05913,0.16984,0.87997,0,-0.87997,0.01452,0.05203,-0.05203,-0.02299,0,0.02299
1.02,0.00506,0.0698,0.18374,0.25354,0.00379,0.0589,0.16951,0.87995,0,-0.87995,0.01443,0.05183,-0.05183,-0.02297,0,0.02297
1.021,0.00503,0.06952,0.18339,0.25291,0.00376,0.05866,0.16918,0.87993,0,-0.87993,0.01433,0.05162,-0.05162,-0.02296,0,0.02296
1.022,0.00499,0.06925,0.18304,0.25229,0.00374,0.05843,0.16885,0.87991,0,-0.87991,0.01424,0.05142,-0.05142,-0.02294,0,0.02294
1.023,0.00496,0.06898,0.18269,0.25167,0.00371,0.0582,0.16852,0.87988,0,-0.87988,0.01414,0.05121,-0.05121,-0.02292,0,0.02292
1.024,0.00493,0.0687,0.18235,0.25105,0.00369,0.05797,0.16819,0.87986,0,-0.87986,0.01405,0.05101,-0.05101,-0.02291,0,0.02291
1.025,0.0049,0.06843,0.182,0.25043,0.00367,0.05774,0.16786,0.87984,0,-0.87984,0.01396,0.0508,-0.0508,-0.02289,0,0.02289
1.026,0.00487,0.06816,0.18165,0.24981,0.00364,0.05751,0.16754,0.87981,0,-0.87981,0.01387,0.0506,-0.0506,-0.02287,0,0.02287
1.027,0.00483,0.06789,0.18131,0.2492,0.00362,0.05729,0.16721,0.87979,0,-0.87979,0.01377,0.0504,-0.0504,-0.02285,0,0.02285
1.028,0.0048,0.06762,0.18096,0.24858,0.00359,0.05706,0.16688,0.87977,0,-0.87977,0.01368,0.0502,-0.0502,-0.02283,0,0.02283
1.029,0.00477,0.06736,0.18061,0.24797,0.00357,0.05684,0.16656,0.87975,0,-0.87975,0.01359,0.05,-0.05,-0.02282,0,0.02282
1.03,0.00474,0.06709,0.18027,0.24736,0.00355,0.05661,0.16623,0.87972,0,-0.87972,0.0135,0.0498,-0.0498,-0.0228,0,0.0228
1.031,0.00471,0.06682,0.17993,0.24675,0.00352,0.05639,0.1659,0.8797,0,-0.8797,0.01341,0.0496,-0.0496,-0.02278,0,0.02278
1.032,0.00468,0.06656,0.17958,0.24614,0.0035,0.05616,0.16558,0.87968,0,-0.87968,0.01333,0.04941,-0.04941,-0.02276,0,0.02276
1.033,0.00465,0.0663,0.17924,0.24554,0.00348,0.05594,0.16526,0.87965,0,-0.87965,0.01324,0.04921,-0.04921,-0.02273,0,0.02273
1.034,0.00462,0.06604,0.1789,0.24493,0.00345,0.05572,0.16493,0.87963,0,-0.87963,0.01315,0.04901,-0.04901,-0.02271,0,0.02271
1.035,0.00459,0.06577,0.17855,0.24433,0.00343,0.0555,0.16461,0.87961,0,-0.87961,0.01306,0.04882,-0.04882,-0.02269,0,0.02269
1.036,0.00455,0.06551,0.17821,0.24373,0.00341,0.05528,0.16428,0.87959,0,-0.87959,0.01298,0.04863,-0.04863,-0.02267,0,0.02267
1.037,0.00452,0.06526,0.17787,0.24312,0.00339,0.05506,0.16396,0.87956,0,-0.87956,0.01289,0.04843,-0.04843,-0.02265,0,0.02265
1.038,0.0045,0.065,0.17753,0.24253,0.00336,0.05485,0.16364,0.87954,0,-0.87954,0.01281,0.04824,-0.04824,-0.02263,0,0.02263
1.039,0.00447,0.06474,0.17719,0.24193,0.00334,0.05463,0.16332,0.87952,0,-0.87952,0.01272,0.04805,-0.04805,-0.0226,0,0.0226
1.04,0.00444,0.06449,0.17685,0.24133,0.00332,0.05441,0.163,0.8795,0,-0.8795,0.01264,0.04786,-0.04786,-0.02258,0,0.02258
1.041,0.00441,0.06423,0.17651,0.24074,0.0033,0.0542,0.16268,0.87947,0,-0.87947,0.01256,0.04767,-0.04767,-0.02256,0,0.02256
1.042,0.00438,0.06398,0.17617,0.24014,0.00328,0.05399,0.16236,0.87945,0,-0.87945,0.01247,0.04748,-0.04748,-0.02253,0,0.02253
1.043,0.00435,0.06372,0.17583,0.23955,0.00326,0.05377,0.16204,0.87943,0,-0.87943,0.01239,0.04729,-0.04729,-0.02251,0,0.02251
1.044,0.00432,0.06347,0.17549,0.23896,0.00323,0.05356,0.16172,0.87941,0,-0.87941,0.01231,0.0471,-0.0471,-0.02248,0,0.02248
1.045,0.00429,0.06322,0.17515,0.23837,0.00321,0.05335,0.1614,0.87938,0,-0.87938,0.01223,0.04691,-0.04691,-0.02246,0,0.02246
1.046,0.00426,0.06297,0.17481,0.23779,0.00319,0.05314,0.16108,0.87936,0,-0.87936,0.01215,0.04673,-0.04673,-0.02243,0,0.02243
1.047,0.00424,0.06272,0.17448,0.2372,0.00317,0.05293,0.16076,0.87934,0,-0.87934,0.01207,0.04654,-0.04654,-0.02241,0,0.02241
1.048,0.00421,0.06247,0.17414,0.23662,0.00315,0.05272,0.16044,0.87932,0,-0.87932,0.01199,0.04636,-0.04636,-0.02238,0,0.02238
1.049,0.00418,0.06223,0.1738,0.23603,0.00313,0.05251,0.16013,0.87929,0,-0.87929,0.01191,0.04617,-0.04617,-0.02236,0,0.02236
1.05,0.00415,0.06198,0.17347,0.23545,0.00311,0.0523,0.15981,0.87927,0,-0.87927,0.01183,0.04599,-0.04599,-0.02233,0,0.02233
1.051,0.00413,0.06174,0.17313,0.23487,0.00309,0.0521,0.15949,0.87925,0,-0.87925,0.01175,0.04581,-0.04581,-0.0223,0,0.0223
1.052,0.0041,0.06149,0.1728,0.23429,0.00307,0.05189,0.15918,0.87923,0,-0.87923,0.01167,0.04562,-0.04562,-0.02227,0,0.02227
1.053,0.00407,0.06125,0.17246,0.23371,0.00305,0.05169,0.15886,0.8792,0,-0.8792,0.0116,0.04544,-0.04544,-0.02225,0,0.02225
1.054,0.00405,0.06101,0.17213,0.23314,0.00303,0.05148,0.15855,0.87918,0,-0.87918,0.01152,0.04526,-0.04526,-0.02222,0,0.02222
1.055,0.00402,0.06077,0.1718,0.23256,0.00301,0.05128,0.15823,0.87916,0,-0.87916,0.01144,0.04508,-0.04508,-0.02219,0,0.02219
1.056,0.00399,0.06053,0.17146,0.23199,0.00299,0.05108,0.15792,0.87914,0,-0.87914,0.01137,0.0449,-0.0449,-0.02216,0,0.02216
1.057,0.00397,0.06029,0.17113,0.23142,0.00297,0.05087,0.15761,0.87912,0,-0.87912,0.01129,0.04472,-0.04472,-0.02213,0,0.02213
1.058,0.00394,0.06005,0.1708,0.23085,0.00295,0.05067,0.15729,0.87909,0,-0.87909,0.01122,0.04455,-0.04455,-0.02211,0,0.02211
1.059,0.00391,0.05981,0.17047,0.23028,0.00293,0.05047,0.15698,0.87907,0,-0.87907,0.01115,0.04437,-0.04437,-0.02208,0,0.02208
1.06,0.00389,0.05958,0.17014,0.22971,0.00291,0.05027,0.15667,0.87905,0,-0.87905,0.01107,0.04419,-0.04419,-0.02205,0,0.02205
1.061,0.00386,0.05934,0.16981,0.22915,0.00289,0.05007,0.15636,0.87903,0,-0.87903,0.011,0.04402,-0.04402,-0.02202,0,0.02202
1.062,0.00384,0.05911,0.16948,0.22858,0.00287,0.04988,0.15605,0.87901,0,-0.87901,0.01093,0.04384,-0.04384,-0.02199,0,0.02199
1.063,0.00381,0.05887,0.16915,0.22802,0.00285,0.04968,0.15574,0.87898,0,-0.87898,0.01086,0.04367,-0.04367,-0.02196,0,0.02196
1.064,0.00379,0.05864,0.16882,0.22746,0.00284,0.04948,0.15543,0.87896,0,-0.87896,0.01078,0.04349,-0.04349,-0.02193,0,0.02193
1.065,0.00376,0.05841,0.16849,0.2269,0.00282,0.04929,0.15512,0.87894,0,-0.87894,0.01071,0.04332,-0.04332,-0.0219,0,0.0219
1.066,0.00374,0.05818,0.16816,0.22634,0.0028,0.04909,0.15481,0.87892,0,-0.87892,0.01064,0.04315,-0.04315,-0.02187,0,0.02187
1.067,0.00371,0.05795,0.16783,0.22578,0.00278,0.0489,0.1545,0.8789,0,-0.8789,0.01057,0.04298,-0.04298,-0.02183,0,0.02183
1.068,0.00369,0.05772,0.16751,0.22522,0.00276,0.04871,0.15419,0.87887,0,-0.87887,0.0105,0.04281,-0.04281,-0.0218,0,0.0218
1.069,0.00367,0.05749,0.16718,0.22467,0.00274,0.04851,0.15389,0.87885,0,-0.87885,0.01043,0.04264,-0.04264,-0.02177,0,0.02177
1.07,0.00364,0.05726,0.16685,0.22411,0.00273,0.04832,0.15358,0.87883,0,-0.87883,0.01036,0.04247,-0.04247,-0.02174,0,0.02174
1.071,0.00362,0.05704,0.16653,0.22356,0.00271,0.04813,0.15327,0.87881,0,-0.87881,0.0103,0.0423,-0.0423,-0.02171,0,0.02171
1.072,0.00359,0.05681,0.1662,0.22301,0.00269,0.04794,0.15297,0.87879,0,-0.87879,0.01023,0.04213,-0.04213,-0.02167,0,0.02167
1.073,0.00357,0.05659,0.16588,0.22246,0.00267,0.04775,0.15266,0.87877,0,-0.87877,0.01016,0.04196,-0.04196,-0.02164,0,0.02164
1.074,0.00355,0.05636,0.16555,0.22191,0.00265,0.04756,0.15235,0.87874,0,-0.87874,0.01009,0.0418,-0.0418,-0.02161,0,0.02161
1.075,0.00352,0.05614,0.16523,0.22137,0.00264,0.04738,0.15205,0.87872,0,-0.87872,0.01003,0.04163,-0.04163,-0.02158,0,0.02158
1.076,0.0035,0.05592,0.1649,0.22082,0.00262,0.04719,0.15175,0.8787,0,-0.8787,0.00996,0.04146,-0.04146,-0.02154,0,0.02154
1.077,0.00348,0.0557,0.16458,0.22028,0.0026,0.047,0.15144,0.87868,0,-0.87868,0.0099,0.0413,-0.0413,-0.02151,0,0.02151
1.078,0.00345,0.05548,0.16426,0.21973,0.00259,0.04682,0.15114,0.87866,0,-0.87866,0.00983,0.04114,-0.04114,-0.02148,0,0.02148
1.079,0.00343,0.05526,0.16393,0.21919,0.00257,0.04663,0.15084,0.87864,0,-0.87864,0.00977,0.04097,-0.04097,-0.02144,0,0.02144
1.08,0.00341,0.05504,0.16361,0.21865,0.00255,0.04645,0.15053,0.87861,0,-0.87861,0.0097,0.04081,-0.04081,-0.02141,0,0.02141
1.081,0.00339,0.05482,0.16329,0.21811,0.00254,0.04626,0.15023,0.87859,0,-0.87859,0.00964,0.04065,-0.04065,-0.02137,0,0.02137
1.082,0.00336,0.05461,0.16297,0.21758,0.00252,0.04608,0.14993,0.87857,0,-0.87857,0.00957,0.04049,-0.04049,-0.02134,0,0.02134
1.083,0.00334,0.05439,0.16265,0.21704,0.0025,0.0459,0.14963,0.87855,0,-0.87855,0.00951,0.04032,-0.04032,-0.0213,0,0.0213
1.084,0.00332,0.05418,0.16233,0.21651,0.00249,0.04572,0.14933,0.87853,0,-0.87853,0.00945,0.04016,-0.04016,-0.02127,0,0.02127
1.085,0.0033,0.05396,0.16201,0.21597,0.00247,0.04554,0.14903,0.87851,0,-0.87851,0.00939,0.04001,-0.04001,-0.02123,0,0.02123
1.086,0.00328,0.05375,0.16169,0.21544,0.00245,0.04536,0.14873,0.87849,0,-0.87849,0.00932,0.03985,-0.03985,-0.0212,0,0.0212
1.087,0.00326,0.05354,0.16137,0.21491,0.00244,0.04518,0.14843,0.87847,0,-0.87847,0.00926,0.03969,-0.03969,-0.02116,0,0.02116
1.088,0.00323,0.05332,0.16106,0.21438,0.00242,0.045,0.14813,0.87844,0,-0.87844,0.0092,0.03953,-0.03953,-0.02113,0,0.02113
1.089,0.00321,0.05311,0.16074,0.21385,0.00241,0.04482,0.14783,0.87842,0,-0.87842,0.00914,0.03937,-0.03937,-0.02109,0,0.02109
1.09,0.00319,0.0529,0.16042,0.21332,0.00239,0.04465,0.14753,0.8784,0,-0.8784,0.00908,0.03922,-0.03922,-0.02106,0,0.02106
1.091,0.00317,0.0527,0.1601,0.2128,0.00237,0.04447,0.14724,0.87838,0,-0.87838,0.00902,0.03906,-0.03906,-0.02102,0,0.02102
1.092,0.00315,0.05249,0.15979,0.21227,0.00236,0.04429,0.14694,0.87836,0,-0.87836,0.00896,0.03891,-0.03891,-0.02098,0,0.02098
1.093,0.00313,0.05228,0.15947,0.21175,0.00234,0.04412,0.14664,0.87834,0,-0.87834,0.0089,0.03875,-0.03875,-0.02095,0,0.02095
1.094,0.00311,0.05207,0.15916,0.21123,0.00233,0.04394,0.14635,0.87832,0,-0.87832,0.00884,0.0386,-0.0386,-0.02091,0,0.02091
1.095,0.00309,0.05187,0.15884,0.21071,0.00231,0.04377,0.14605,0.8783,0,-0.8783,0.00878,0.03844,-0.03844,-0.02087,0,0.02087
1.096,0.00307,0.05166,0.15853,0.21019,0.0023,0.0436,0.14576,0.87828,0,-0.87828,0.00873,0.03829,-0.03829,-0.02084,0,0.02084
1.097,0.00305,0.05146,0.15821,0.20967,0.00228,0.04343,0.14546,0.87826,0,-0.87826,0.00867,0.03814,-0.03814,-0.0208,0,0.0208
1.098,0.00303,0.05126,0.1579,0.20916,0.00227,0.04325,0.14517,0.87823,0,-0.87823,0.00861,0.03799,-0.03799,-0.02076,0,0.02076
1.099,0.00301,0.05105,0.15759,0.20864,0.00225,0.04308,0.14488,0.87821,0,-0.87821,0.00856,0.03784,-0.03784,-0.02073,0,0.02073
1.1,0.00299,0.05085,0.15727,0.20813,0.00224,0.04291,0.14458,0.87819,0,-0.87819,0.0085,0.03769,-0.03769,-0.02069,0,0.02069
1.101,0.00297,0.05065,0.15696,0.20761,0.00222,0.04274,0.14429,0.87817,0,-0.87817,0.00844,0.03754,-0.03754,-0.02065,0,0.02065
1.102,0.00295,0.05045,0.15665,0.2071,0.00221,0.04258,0.144,0.87815,0,-0.87815,0.00839,0.03739,-0.03739,-0.02061,0,0.02061
1.103,0.00293,0.05025,0.15634,0.20659,0.00219,0.04241,0.14371,0.87813,0,-0.87813,0.00833,0.03724,-0.03724,-0.02057,0,0.02057
1.104,0.00291,0.05005,0.15603,0.20608,0.00218,0.04224,0.14342,0.87811,0,-0.87811,0.00828,0.03709,-0.03709,-0.02054,0,0.02054
1.105,0.00289,0.04986,0.15572,0.20557,0.00216,0.04207,0.14313,0.87809,0,-0.87809,0.00822,0.03694,-0.03694,-0.0205,0,0.0205
1.106,0.00287,0.04966,0.15541,0.20507,0.00215,0.04191,0.14283,0.87807,0,-0.87807,0.00817,0.0368,-0.0368,-0.02046,0,0.02046
1.107,0.00285,0.04946,0.1551,0.20456,0.00214,0.04174,0.14255,0.87805,0,-0.87805,0.00812,0.03665,-0.03665,-0.02042,0,0.02042
1.108,0.00284,0.04927,0.15479,0.20406,0.00212,0.04158,0.14226,0.87803,0,-0.87803,0.00806,0.03651,-0.03651,-0.02038,0,0.02038
1.109,0.00282,0.04907,0.15448,0.20356,0.00211,0.04141,0.14197,0.87801,0,-0.87801,0.00801,0.03636,-0.03636,-0.02034,0,0.02034
1.11,0.0028,0.04888,0.15418,0.20305,0.00209,0.04125,0.14168,0.87799,0,-0.87799,0.00796,0.03622,-0.03622,-0.0203,0,0.0203
1.111,0.00278,0.04869,0.15387,0.20255,0.00208,0.04109,0.14139,0.87797,0,-0.87797,0.0079,0.03607,-0.03607,-0.02027,0,0.02027
1.112,0.00276,0.04849,0.15356,0.20205,0.00207,0.04092,0.1411,0.87795,0,-0.87795,0.00785,0.03593,-0.03593,-0.02023,0,0.02023
1.113,0.00274,0.0483,0.15326,0.20156,0.00205,0.04076,0.14082,0.87793,0,-0.87793,0.0078,0.03579,-0.03579,-0.02019,0,0.02019
1.114,0.00273,0.04811,0.15295,0.20106,0.00204,0.0406,0.14053,0.87791,0,-0.87791,0.00775,0.03564,-0.03564,-0.02015,0,0.02015
1.115,0.00271,0.04792,0.15264,0.20056,0.00203,0.04044,0.14024,0.87789,0,-0.87789,0.0077,0.0355,-0.0355,-0.02011,0,0.02011
1.116,0.00269,0.04773,0.15234,0.20007,0.00201,0.04028,0.13996,0.87787,0,-0.87787,0.00765,0.03536,-0.03536,-0.02007,0,0.02007
1.117,0.00267,0.04754,0.15203,0.19958,0.002,0.04012,0.13967,0.87785,0,-0.87785,0.0076,0.03522,-0.03522,-0.02003,0,0.02003
1.118,0.00265,0.04736,0.15173,0.19909,0.00199,0.03996,0.13939,0.87783,0,-0.87783,0.00755,0.03508,-0.03508,-0.01999,0,0.01999
1.119,0.00264,0.04717,0.15143,0.1986,0.00197,0.03981,0.1391,0.87781,0,-0.87781,0.0075,0.03494,-0.03494,-0.01995,0,0.01995
1.12,0.00262,0.04698,0.15112,0.19811,0.00196,0.03965,0.13882,0.87779,0,-0.87779,0.00745,0.0348,-0.0348,-0.01991,0,0.01991
1.121,0.0026,0.0468,0.15082,0.19762,0.00195,0.03949,0.13854,0.87777,0,-0.87777,0.0074,0.03466,-0.03466,-0.01987,0,0.01987
1.122,0.00259,0.04661,0.15052,0.19713,0.00194,0.03934,0.13825,0.87775,0,-0.87775,0.00735,0.03453,-0.03453,-0.01983,0,0.01983
1.123,0.00257,0.04643,0.15022,0.19665,0.00192,0.03918,0.13797,0.87773,0,-0.87773,0.0073,0.03439,-0.03439,-0.01979,0,0.01979
1.124,0.00255,0.04624,0.14992,0.19616,0.00191,0.03903,0.13769,0.87771,0,-0.87771,0.00725,0.03425,-0.03425,-0.01975,0,0.01975
1.125,0.00254,0.04606,0.14962,0.19568,0.0019,0.03887,0.13741,0.87769,0,-0.87769,0.0072,0.03412,-0.03412,-0.01971,0,0.01971
1.126,0.00252,0.04588,0.14932,0.1952,0.00189,0.03872,0.13713,0.87767,0,-0.87767,0.00716,0.03398,-0.03398,-0.01967,0,0.01967
1.127,0.0025,0.0457,0.14902,0.19471,0.00187,0.03857,0.13685,0.87765,0,-0.87765,0.00711,0.03385,-0.03385,-0.01963,0,0.01963
1.128,0.00249,0.04552,0.14872,0.19423,0.00186,0.03841,0.13657,0.87763,0,-0.87763,0.00706,0.03371,-0.03371,-0.01959,0,0.01959
1.129,0.00247,0.04534,0.14842,0.19376,0.00185,0.03826,0.13629,0.87761,0,-0.87761,0.00702,0.03358,-0.03358,-0.01955,0,0.01955
1.13,0.00245,0.04516,0.14812,0.19328,0.00184,0.03811,0.13601,0.87759,0,-0.87759,0.00697,0.03345,-0.03345,-0.0195,0,0.0195
1.131,0.00244,0.04498,0.14782,0.1928,0.00182,0.03796,0.13573,0.87757,0,-0.87757,0.00692,0.03331,-0.03331,-0.01946,0,0.01946
1.132,0.00242,0.0448,0.14752,0.19233,0.00181,0.03781,0.13545,0.87755,0,-0.87755,0.00688,0.03318,-0.03318,-0.01942,0,0.01942
1.133,0.00241,0.04463,0.14723,0.19185,0.0018,0.03766,0.13518,0.87753,0,-0.87753,0.00683,0.03305,-0.03305,-0.01938,0,0.01938
1.134,0.00239,0.04445,0.14693,0.19138,0.00179,0.03751,0.1349,0.87751,0,-0.87751,0.00679,0.03292,-0.03292,-0.01934,0,0.01934
1.135,0.00237,0.04427,0.14663,0.19091,0.00178,0.03736,0.13462,0.87749,0,-0.87749,0.00674,0.03279,-0.03279,-0.0193,0,0.0193
1.136,0.00236,0.0441,0.14634,0.19044,0.00177,0.03722,0.13434,0.87747,0,-0.87747,0.0067,0.03266,-0.03266,-0.01926,0,0.01926
1.137,0.00234,0.04393,0.14604,0.18997,0.00175,0.03707,0.13407,0.87745,0,-0.87745,0.00666,0.03253,-0.03253,-0.01922,0,0.01922
1.138,0.00233,0.04375,0.14575,0.1895,0.00174,0.03692,0.13379,0.87744,0,-0.87744,0.00661,0.0324,-0.0324,-0.01917,0,0.01917
1.139,0.00231,0.04358,0.14545,0.18903,0.00173,0.03678,0.13352,0.87742,0,-0.87742,0.00657,0.03227,-0.03227,-0.01913,0,0.01913
1.14,0.0023,0.04341,0.14516,0.18857,0.00172,0.03663,0.13324,0.8774,0,-0.8774,0.00653,0.03214,-0.03214,-0.01909,0,0.01909
1.141,0.00228,0.04324,0.14487,0.1881,0.00171,0.03649,0.13297,0.87738,0,-0.87738,0.00648,0.03201,-0.03201,-0.01905,0,0.01905
1.142,0.00227,0.04306,0.14458,0.18764,0.0017,0.03634,0.1327,0.87736,0,-0.87736,0.00644,0.03189,-0.03189,-0.01901,0,0.01901
1.143,0.00225,0.04289,0.14428,0.18718,0.00169,0.0362,0.13242,0.87734,0,-0.87734,0.0064,0.03176,-0.03176,-0.01897,0,0.01897
1.144,0.00224,0.04273,0.14399,0.18672,0.00167,0.03606,0.13215,0.87732,0,-0.87732,0.00635,0.03163,-0.03163,-0.01892,0,0.01892
1.145,0.00222,0.04256,0.1437,0.18626,0.00166,0.03592,0.13188,0.8773,0,-0.8773,0.00631,0.03151,-0.03151,-0.01888,0,0.01888
1.146,0.00221,0.04239,0.14341,0.1858,0.00165,0.03577,0.13161,0.87728,0,-0.87728,0.00627,0.03138,-0.03138,-0.01884,0,0.01884
1.147,0.00219,0.04222,0.14312,0.18534,0.00164,0.03563,0.13134,0.87726,0,-0.87726,0.00623,0.03126,-0.03126,-0.0188,0,0.0188
1.148,0.00218,0.04205,0.14283,0.18488,0.00163,0.03549,0.13107,0.87725,0,-0.87725,0.00619,0.03113,-0.03113,-0.01876,0,0.01876
1.149,0.00216,0.04189,0.14254,0.18443,0.00162,0.03535,0.1308,0.87723,0,-0.87723,0.00615,0.03101,-0.03101,-0.01871,0,0.01871
1.15,0.00215,0.04172,0.14225,0.18397,0.00161,0.03521,0.13053,0.87721,0,-0.87721,0.00611,0.03089,-0.03089,-0.01867,0,0.01867
1.151,0.00214,0.04156,0.14196,0.18352,0.0016,0.03507,0.13026,0.87719,0,-0.87719,0.00607,0.03077,-0.03077,-0.01863,0,0.01863
1.152,0.00212,0.04139,0.14167,0.18307,0.00159,0.03493,0.12999,0.87717,0,-0.87717,0.00603,0.03064,-0.03064,-0.01859,0,0.01859
1.153,0.00211,0.04123,0.14139,0.18262,0.00158,0.0348,0.12972,0.87715,0,-0.87715,0.00599,0.03052,-0.03052,-0.01855,0,0.01855
1.154,0.00209,0.04107,0.1411,0.18217,0.00157,0.03466,0.12945,0.87713,0,-0.87713,0.00595,0.0304,-0.0304,-0.0185,0,0.0185
1.155,0.00208,0.04091,0.14081,0.18172,0.00156,0.03452,0.12918,0.87712,0,-0.87712,0.00591,0.03028,-0.03028,-0.01846,0,0.01846
1.156,0.00207,0.04074,0.14053,0.18127,0.00155,0.03439,0.12892,0.8771,0,-0.8771,0.00587,0.03016,-0.03016,-0.01842,0,0.01842
1.157,0.00205,0.04058,0.14024,0.18082,0.00154,0.03425,0.12865,0.87708,0,-0.87708,0.00583,0.03004,-0.03004,-0.01838,0,0.01838
