"times","A_flux","B_flux","AB_flux","inert_flux","A_concentration","B_concentration","AB_concentration","AZ_concentration","BZ_concentration","Z_concentration","A_rate","B_rate","AB_rate","AZ_rate","BZ_rate","Z_rate"
0.816,0.01948,0.15678,0.26261,0.41939,0.01455,0.13221,0.24561,0.8838,0,-0.8838,0.05573,0.11685,-0.11685,-0.00539,0,0.00539
0.817,0.01936,0.15616,0.2622,0.41836,0.01446,0.13169,0.24521,0.8838,0,-0.8838,0.05536,0.11638,-0.11638,-0.00566,0,0.00566
0.818,0.01923,0.15554,0.26179,0.41733,0.01436,0.13116,0.2448,0.88379,0,-0.88379,0.055,0.11592,-0.11592,-0.00593,0,0.00593
0.819,0.0191,0.15492,0.26138,0.4163,0.01427,0.13065,0.24439,0.88378,0,-0.88378,0.05463,0.11546,-0.11546,-0.0062,0,0.0062
0.82,0.01897,0.15431,0.26097,0.41528,0.01417,0.13013,0.24399,0.88378,0,-0.88378,0.05427,0.115,-0.115,-0.00646,0,0.00646
0.821,0.01885,0.1537,0.26056,0.41425,0.01408,0.12961,0.24358,0.88377,0,-0.88377,0.05391,0.11455,-0.11455,-0.00672,0,0.00672
0.822,0.01872,0.15309,0.26015,0.41323,0.01399,0.1291,0.24317,0.88376,0,-0.88376,0.05356,0.11409,-0.11409,-0.00698,0,0.00698
0.823,0.0186,0.15248,0.25973,0.41221,0.01389,0.12859,0.24277,0.88376,0,-0.88376,0.0532,0.11364,-0.11364,-0.00723,0,0.00723
0.824,0.01848,0.15187,0.25932,0.4112,0.0138,0.12808,0.24236,0.88375,0,-0.88375,0.05285,0.11319,-0.11319,-0.00748,0,0.00748
0.825,0.01835,0.15127,0.25891,0.41018,0.01371,0.12757,0.24196,0.88374,0,-0.88374,0.0525,0.11274,-0.11274,-0.00773,0,0.00773
0.826,0.01823,0.15067,0.2585,0.40917,0.01362,0.12706,0.24155,0.88373,0,-0.88373,0.05216,0.11229,-0.11229,-0.00798,0,0.00798
0.827,0.01811,0.15007,0.25809,0.40816,0.01353,0.12656,0.24115,0.88373,0,-0.88373,0.05181,0.11185,-0.11185,-0.00822,0,0.00822
0.828,0.01799,0.14948,0.25768,0.40716,0.01344,0.12606,0.24074,0.88372,0,-0.88372,0.05147,0.1114,-0.1114,-0.00846,0,0.00846
0.829,0.01787,0.14889,0.25727,0.40616,0.01335,0.12556,0.24034,0.88371,0,-0.88371,0.05113,0.11096,-0.11096,-0.0087,0,0.0087
0.83,0.01776,0.1483,0.25686,0.40516,0.01326,0.12506,0.23993,0.8837,0,-0.8837,0.05079,0.11052,-0.11052,-0.00893,0,0.00893
0.831,0.01764,0.14771,0.25645,0.40416,0.01318,0.12457,0.23953,0.88369,0,-0.88369,0.05046,0.11008,-0.11008,-0.00917,0,0.00917
0.832,0.01752,0.14712,0.25604,0.40316,0.01309,0.12407,0.23913,0.88368,0,-0.88368,0.05012,0.10964,-0.10964,-0.0094,0,0.0094
0.833,0.01741,0.14654,0.25563,0.40217,0.013,0.12358,0.23872,0.88367,0,-0.88367,0.04979,0.10921,-0.10921,-0.00962,0,0.00962
0.834,0.01729,0.14596,0.25522,0.40118,0.01292,0.12309,0.23832,0.88366,0,-0.88366,0.04946,0.10877,-0.10877,-0.00985,0,0.00985
0.835,0.01718,0.14538,0.25481,0.40019,0.01283,0.12261,0.23792,0.88365,0,-0.88365,0.04914,0.10834,-0.10834,-0.01007,0,0.01007
0.836,0.01706,0.1448,0.2544,0.3992,0.01275,0.12212,0.23751,0.88364,0,-0.88364,0.04881,0.10791,-0.10791,-0.01029,0,0.01029
0.837,0.01695,0.14423,0.25399,0.39822,0.01266,0.12164,0.23711,0.88363,0,-0.88363,0.04849,0.10748,-0.10748,-0.0105,0,0.0105
0.838,0.01684,0.14366,0.25358,0.39724,0.01258,0.12115,0.23671,0.88362,0,-0.88362,0.04817,0.10705,-0.10705,-0.01072,0,0.01072
0.839,0.01673,0.14309,0.25317,0.39626,0.0125,0.12067,0.23631,0.88361,0,-0.88361,0.04785,0.10663,-0.10663,-0.01093,0,0.01093
0.84,0.01662,0.14252,0.25276,0.39528,0.01242,0.1202,0.2359,0.8836,0,-0.8836,0.04753,0.10621,-0.10621,-0.01114,0,0.01114
0.841,0.01651,0.14195,0.25235,0.39431,0.01233,0.11972,0.2355,0.88359,0,-0.88359,0.04722,0.10578,-0.10578,-0.01134,0,0.01134
0.842,0.0164,0.14139,0.25194,0.39334,0.01225,0.11925,0.2351,0.88358,0,-0.88358,0.04691,0.10536,-0.10536,-0.01155,0,0.01155
0.843,0.01629,0.14083,0.25154,0.39237,0.01217,0.11877,0.2347,0.88357,0,-0.88357,0.0466,0.10494,-0.10494,-0.01175,0,0.01175
0.844,0.01618,0.14027,0.25113,0.3914,0.01209,0.1183,0.2343,0.88355,0,-0.88355,0.04629,0.10453,-0.10453,-0.01195,0,0.01195
0.845,0.01608,0.13972,0.25072,0.39044,0.01201,0.11784,0.2339,0.88354,0,-0.88354,0.04599,0.10411,-0.10411,-0.01214,0,0.01214
0.846,0.01597,0.13916,0.25031,0.38947,0.01193,0.11737,0.2335,0.88353,0,-0.88353,0.04568,0.1037,-0.1037,-0.01234,0,0.01234
0.847,0.01586,0.13861,0.2499,0.38851,0.01185,0.1169,0.2331,0.88352,0,-0.88352,0.04538,0.10329,-0.10329,-0.01253,0,0.01253
0.848,0.01576,0.13806,0.2495,0.38756,0.01178,0.11644,0.2327,0.8835,0,-0.8835,0.04508,0.10288,-0.10288,-0.01272,0,0.01272
0.849,0.01565,0.13751,0.24909,0.3866,0.0117,0.11598,0.2323,0.88349,0,-0.88349,0.04478,0.10247,-0.10247,-0.0129,0,0.0129
0.85,0.01555,0.13697,0.24868,0.38565,0.01162,0.11552,0.2319,0.88348,0,-0.88348,0.04449,0.10206,-0.10206,-0.01309,0,0.01309
0.851,0.01545,0.13643,0.24827,0.3847,0.01154,0.11506,0.2315,0.88347,0,-0.88347,0.04419,0.10165,-0.10165,-0.01327,0,0.01327
0.852,0.01535,0.13589,0.24787,0.38375,0.01147,0.11461,0.23111,0.88345,0,-0.88345,0.0439,0.10125,-0.10125,-0.01345,0,0.01345
0.853,0.01525,0.13535,0.24746,0.38281,0.01139,0.11415,0.23071,0.88344,0,-0.88344,0.04361,0.10085,-0.10085,-0.01363,0,0.01363
0.854,0.01514,0.13481,0.24705,0.38186,0.01132,0.1137,0.23031,0.88343,0,-0.88343,0.04332,0.10045,-0.10045,-0.0138,0,0.0138
0.855,0.01504,0.13428,0.24664,0.38092,0.01124,0.11325,0.22991,0.88341,0,-0.88341,0.04304,0.10005,-0.10005,-0.01397,0,0.01397
0.856,0.01495,0.13374,0.24624,0.37998,0.01117,0.1128,0.22952,0.8834,0,-0.8834,0.04275,0.09965,-0.09965,-0.01415,0,0.01415
0.857,0.01485,0.13321,0.24583,0.37905,0.0111,0.11236,0.22912,0.88338,0,-0.88338,0.04247,0.09925,-0.09925,-0.01431,0,0.01431
0.858,0.01475,0.13269,0.24543,0.37811,0.01102,0.11191,0.22872,0.88337,0,-0.88337,0.04219,0.09886,-0.09886,-0.01448,0,0.01448
0.859,0.01465,0.13216,0.24502,0.37718,0.01095,0.11147,0.22833,0.88335,0,-0.88335,0.04191,0.09847,-0.09847,-0.01465,0,0.01465
0.86,0.01455,0.13164,0.24461,0.37625,0.01088,0.11103,0.22793,0.88334,0,-0.88334,0.04163,0.09807,-0.09807,-0.01481,0,0.01481
0.861,0.01446,0.13111,0.24421,0.37532,0.01081,0.11059,0.22753,0.88332,0,-0.88332,0.04136,0.09768,-0.09768,-0.01497,0,0.01497
0.862,0.01436,0.1306,0.2438,0.3744,0.01074,0.11015,0.22714,0.88331,0,-0.88331,0.04109,0.0973,-0.0973,-0.01513,0,0.01513
0.863,0.01427,0.13008,0.2434,0.37348,0.01066,0.10971,0.22674,0.88329,0,-0.88329,0.04081,0.09691,-0.09691,-0.01528,0,0.01528
0.864,0.01417,0.12956,0.24299,0.37256,0.01059,0.10928,0.22635,0.88328,0,-0.88328,0.04054,0.09652,-0.09652,-0.01544,0,0.01544
0.865,0.01408,0.12905,0.24259,0.37164,0.01052,0.10885,0.22595,0.88326,0,-0.88326,0.04028,0.09614,-0.09614,-0.01559,0,0.01559
0.866,0.01399,0.12854,0.24218,0.37072,0.01046,0.10842,0.22556,0.88325,0,-0.88325,0.04001,0.09576,-0.09576,-0.01574,0,0.01574
0.867,0.0139,0.12803,0.24178,0.36981,0.01039,0.10799,0.22517,0.88323,0,-0.88323,0.03975,0.09538,-0.09538,-0.01589,0,0.01589
0.868,0.0138,0.12752,0.24138,0.3689,0.01032,0.10756,0.22477,0.88322,0,-0.88322,0.03948,0.095,-0.095,-0.01603,0,0.01603
0.869,0.01371,0.12702,0.24097,0.36799,0.01025,0.10713,0.22438,0.8832,0,-0.8832,0.03922,0.09462,-0.09462,-0.01617,0,0.01617
0.87,0.01362,0.12651,0.24057,0.36708,0.01018,0.10671,0.22399,0.88318,0,-0.88318,0.03896,0.09424,-0.09424,-0.01632,0,0.01632
0.871,0.01353,0.12601,0.24017,0.36618,0.01012,0.10629,0.22359,0.88317,0,-0.88317,0.03871,0.09387,-0.09387,-0.01646,0,0.01646
0.872,0.01344,0.12551,0.23976,0.36528,0.01005,0.10587,0.2232,0.88315,0,-0.88315,0.03845,0.0935,-0.0935,-0.01659,0,0.01659
0.873,0.01335,0.12501,0.23936,0.36437,0.00998,0.10545,0.22281,0.88313,0,-0.88313,0.0382,0.09312,-0.09312,-0.01673,0,0.01673
0.874,0.01327,0.12452,0.23896,0.36348,0.00992,0.10503,0.22242,0.88312,0,-0.88312,0.03794,0.09275,-0.09275,-0.01687,0,0.01687
0.875,0.01318,0.12403,0.23856,0.36258,0.00985,0.10461,0.22203,0.8831,0,-0.8831,0.03769,0.09238,-0.09238,-0.017,0,0.017
0.876,0.01309,0.12353,0.23815,0.36169,0.00979,0.1042,0.22164,0.88308,0,-0.88308,0.03744,0.09202,-0.09202,-0.01713,0,0.01713
0.877,0.01301,0.12305,0.23775,0.3608,0.00972,0.10379,0.22125,0.88307,0,-0.88307,0.0372,0.09165,-0.09165,-0.01726,0,0.01726
0.878,0.01292,0.12256,0.23735,0.35991,0.00966,0.10338,0.22086,0.88305,0,-0.88305,0.03695,0.09129,-0.09129,-0.01738,0,0.01738
0.879,0.01283,0.12207,0.23695,0.35902,0.0096,0.10297,0.22047,0.88303,0,-0.88303,0.03671,0.09092,-0.09092,-0.01751,0,0.01751
0.88,0.01275,0.12159,0.23655,0.35814,0.00953,0.10256,0.22008,0.88301,0,-0.88301,0.03646,0.09056,-0.09056,-0.01763,0,0.01763
0.881,0.01267,0.12111,0.23615,0.35725,0.00947,0.10215,0.21969,0.883,0,-0.883,0.03622,0.0902,-0.0902,-0.01775,0,0.01775
0.882,0.01258,0.12063,0.23575,0.35637,0.00941,0.10175,0.2193,0.88298,0,-0.88298,0.03598,0.08984,-0.08984,-0.01787,0,0.01787
0.883,0.0125,0.12015,0.23535,0.3555,0.00935,0.10135,0.21891,0.88296,0,-0.88296,0.03575,0.08949,-0.08949,-0.01799,0,0.01799
0.884,0.01242,0.11967,0.23495,0.35462,0.00928,0.10095,0.21852,0.88294,0,-0.88294,0.03551,0.08913,-0.08913,-0.01811,0,0.01811
0.885,0.01234,0.1192,0.23455,0.35375,0.00922,0.10055,0.21814,0.88292,0,-0.88292,0.03528,0.08878,-0.08878,-0.01822,0,0.01822
0.886,0.01225,0.11873,0.23415,0.35287,0.00916,0.10015,0.21775,0.88291,0,-0.88291,0.03504,0.08842,-0.08842,-0.01834,0,0.01834
0.887,0.01217,0.11826,0.23375,0.352,0.0091,0.09975,0.21736,0.88289,0,-0.88289,0.03481,0.08807,-0.08807,-0.01845,0,0.01845
0.888,0.01209,0.11779,0.23335,0.35114,0.00904,0.09936,0.21697,0.88287,0,-0.88287,0.03458,0.08772,-0.08772,-0.01856,0,0.01856
0.889,0.01201,0.11732,0.23295,0.35027,0.00898,0.09896,0.21659,0.88285,0,-0.88285,0.03435,0.08737,-0.08737,-0.01866,0,0.01866
0.89,0.01193,0.11686,0.23255,0.34941,0.00892,0.09857,0.2162,0.88283,0,-0.88283,0.03413,0.08702,-0.08702,-0.01877,0,0.01877
0.891,0.01186,0.1164,0.23215,0.34855,0.00886,0.09818,0.21582,0.88281,0,-0.88281,0.0339,0.08668,-0.08668,-0.01887,0,0.01887
0.892,0.01178,0.11593,0.23175,0.34769,0.00881,0.09779,0.21543,0.88279,0,-0.88279,0.03368,0.08633,-0.08633,-0.01898,0,0.01898
0.893,0.0117,0.11548,0.23136,0.34683,0.00875,0.09741,0.21505,0.88277,0,-0.88277,0.03345,0.08599,-0.08599,-0.01908,0,0.01908
0.894,0.01162,0.11502,0.23096,0.34598,0.00869,0.09702,0.21466,0.88276,0,-0.88276,0.03323,0.08565,-0.08565,-0.01918,0,0.01918
0.895,0.01155,0.11456,0.23056,0.34512,0.00863,0.09664,0.21428,0.88274,0,-0.88274,0.03301,0.08531,-0.08531,-0.01928,0,0.01928
0.896,0.01147,0.11411,0.23017,0.34427,0.00858,0.09626,0.21389,0.88272,0,-0.88272,0.0328,0.08497,-0.08497,-0.01937,0,0.01937
0.897,0.01139,0.11366,0.22977,0.34343,0.00852,0.09587,0.21351,0.8827,0,-0.8827,0.03258,0.08463,-0.08463,-0.01947,0,0.01947
0.898,0.01132,0.11321,0.22937,0.34258,0.00846,0.0955,0.21313,0.88268,0,-0.88268,0.03236,0.08429,-0.08429,-0.01956,0,0.01956
0.899,0.01124,0.11276,0.22898,0.34174,0.00841,0.09512,0.21274,0.88266,0,-0.88266,0.03215,0.08396,-0.08396,-0.01966,0,0.01966
0.9,0.01117,0.11231,0.22858,0.34089,0.00835,0.09474,0.21236,0.88264,0,-0.88264,0.03194,0.08362,-0.08362,-0.01975,0,0.01975
0.901,0.0111,0.11187,0.22819,0.34005,0.0083,0.09437,0.21198,0.88262,0,-0.88262,0.03173,0.08329,-0.08329,-0.01983,0,0.01983
0.902,0.01102,0.11142,0.22779,0.33922,0.00824,0.09399,0.2116,0.8826,0,-0.8826,0.03152,0.08296,-0.08296,-0.01992,0,0.01992
0.903,0.01095,0.11098,0.2274,0.33838,0.00819,0.09362,0.21122,0.88258,0,-0.88258,0.03131,0.08263,-0.08263,-0.02001,0,0.02001
0.904,0.01088,0.11054,0.227,0.33755,0.00814,0.09325,0.21084,0.88256,0,-0.88256,0.0311,0.0823,-0.0823,-0.02009,0,0.02009
0.905,0.01081,0.11011,0.22661,0.33671,0.00808,0.09288,0.21046,0.88254,0,-0.88254,0.0309,0.08197,-0.08197,-0.02018,0,0.02018
0.906,0.01074,0.10967,0.22621,0.33588,0.00803,0.09251,0.21008,0.88252,0,-0.88252,0.03069,0.08165,-0.08165,-0.02026,0,0.02026
0.907,0.01067,0.10924,0.22582,0.33506,0.00798,0.09215,0.2097,0.8825,0,-0.8825,0.03049,0.08132,-0.08132,-0.02034,0,0.02034
0.908,0.0106,0.1088,0.22543,0.33423,0.00792,0.09178,0.20932,0.88248,0,-0.88248,0.03029,0.081,-0.081,-0.02042,0,0.02042
0.909,0.01053,0.10837,0.22503,0.33341,0.00787,0.09142,0.20894,0.88246,0,-0.88246,0.03009,0.08068,-0.08068,-0.0205,0,0.0205
0.91,0.01046,0.10794,0.22464,0.33259,0.00782,0.09106,0.20856,0.88244,0,-0.88244,0.02989,0.08035,-0.08035,-0.02057,0,0.02057
0.911,0.01039,0.10752,0.22425,0.33177,0.00777,0.0907,0.20818,0.88242,0,-0.88242,0.02969,0.08003,-0.08003,-0.02065,0,0.02065
0.912,0.01032,0.10709,0.22386,0.33095,0.00772,0.09034,0.20781,0.8824,0,-0.8824,0.0295,0.07972,-0.07972,-0.02072,0,0.02072
0.913,0.01025,0.10667,0.22347,0.33013,0.00767,0.08998,0.20743,0.88237,0,-0.88237,0.0293,0.0794,-0.0794,-0.02079,0,0.02079
0.914,0.01018,0.10624,0.22308,0.32932,0.00762,0.08963,0.20705,0.88235,0,-0.88235,0.02911,0.07908,-0.07908,-0.02087,0,0.02087
0.915,0.01012,0.10582,0.22268,0.32851,0.00757,0.08927,0.20667,0.88233,0,-0.88233,0.02892,0.07877,-0.07877,-0.02094,0,0.02094
0.916,0.01005,0.10541,0.22229,0.3277,0.00752,0.08892,0.2063,0.88231,0,-0.88231,0.02873,0.07845,-0.07845,-0.021,0,0.021
0.917,0.00998,0.10499,0.2219,0.32689,0.00747,0.08857,0.20592,0.88229,0,-0.88229,0.02854,0.07814,-0.07814,-0.02107,0,0.02107
0.918,0.00992,0.10457,0.22151,0.32609,0.00742,0.08822,0.20555,0.88227,0,-0.88227,0.02835,0.07783,-0.07783,-0.02114,0,0.02114
0.919,0.00985,0.10416,0.22112,0.32528,0.00737,0.08787,0.20517,0.88225,0,-0.88225,0.02816,0.07752,-0.07752,-0.0212,0,0.0212
0.92,0.00979,0.10375,0.22074,0.32448,0.00732,0.08752,0.2048,0.88223,0,-0.88223,0.02797,0.07721,-0.07721,-0.02126,0,0.02126
0.921,0.00972,0.10334,0.22035,0.32368,0.00727,0.08717,0.20442,0.88221,0,-0.88221,0.02779,0.07691,-0.07691,-0.02133,0,0.02133
0.922,0.00966,0.10293,0.21996,0.32288,0.00723,0.08683,0.20405,0.88219,0,-0.88219,0.02761,0.0766,-0.0766,-0.02139,0,0.02139
0.923,0.0096,0.10252,0.21957,0.32209,0.00718,0.08649,0.20368,0.88216,0,-0.88216,0.02742,0.0763,-0.0763,-0.02145,0,0.02145
0.924,0.00953,0.10211,0.21918,0.3213,0.00713,0.08614,0.2033,0.88214,0,-0.88214,0.02724,0.07599,-0.07599,-0.02151,0,0.02151
0.925,0.00947,0.10171,0.21879,0.3205,0.00708,0.0858,0.20293,0.88212,0,-0.88212,0.02706,0.07569,-0.07569,-0.02156,0,0.02156
0.926,0.00941,0.10131,0.21841,0.31971,0.00704,0.08546,0.20256,0.8821,0,-0.8821,0.02688,0.07539,-0.07539,-0.02162,0,0.02162
0.927,0.00935,0.10091,0.21802,0.31893,0.00699,0.08513,0.20219,0.88208,0,-0.88208,0.02671,0.07509,-0.07509,-0.02168,0,0.02168
0.928,0.00928,0.10051,0.21763,0.31814,0.00694,0.08479,0.20182,0.88206,0,-0.88206,0.02653,0.07479,-0.07479,-0.02173,0,0.02173
0.929,0.00922,0.10011,0.21725,0.31736,0.0069,0.08445,0.20145,0.88203,0,-0.88203,0.02635,0.07449,-0.07449,-0.02178,0,0.02178
0.93,0.00916,0.09971,0.21686,0.31657,0.00685,0.08412,0.20107,0.88201,0,-0.88201,0.02618,0.0742,-0.0742,-0.02183,0,0.02183
0.931,0.0091,0.09932,0.21648,0.31579,0.00681,0.08379,0.2007,0.88199,0,-0.88199,0.02601,0.0739,-0.0739,-0.02188,0,0.02188
0.932,0.00904,0.09892,0.21609,0.31502,0.00676,0.08346,0.20033,0.88197,0,-0.88197,0.02584,0.07361,-0.07361,-0.02193,0,0.02193
0.933,0.00898,0.09853,0.21571,0.31424,0.00672,0.08313,0.19997,0.88195,0,-0.88195,0.02567,0.07331,-0.07331,-0.02198,0,0.02198
0.934,0.00892,0.09814,0.21532,0.31347,0.00668,0.0828,0.1996,0.88192,0,-0.88192,0.0255,0.07302,-0.07302,-0.02203,0,0.02203
0.935,0.00887,0.09776,0.21494,0.31269,0.00663,0.08247,0.19923,0.8819,0,-0.8819,0.02533,0.07273,-0.07273,-0.02207,0,0.02207
0.936,0.00881,0.09737,0.21455,0.31192,0.00659,0.08214,0.19886,0.88188,0,-0.88188,0.02516,0.07244,-0.07244,-0.02212,0,0.02212
0.937,0.00875,0.09698,0.21417,0.31115,0.00654,0.08182,0.19849,0.88186,0,-0.88186,0.02499,0.07215,-0.07215,-0.02216,0,0.02216
0.938,0.00869,0.0966,0.21379,0.31039,0.0065,0.0815,0.19813,0.88184,0,-0.88184,0.02483,0.07187,-0.07187,-0.02221,0,0.02221
0.939,0.00863,0.09622,0.21341,0.30962,0.00646,0.08117,0.19776,0.88181,0,-0.88181,0.02467,0.07158,-0.07158,-0.02225,0,0.02225
0.94,0.00858,0.09584,0.21302,0.30886,0.00642,0.08085,0.19739,0.88179,0,-0.88179,0.0245,0.07129,-0.07129,-0.02229,0,0.02229
0.941,0.00852,0.09546,0.21264,0.3081,0.00637,0.08053,0.19703,0.88177,0,-0.88177,0.02434,0.07101,-0.07101,-0.02233,0,0.02233
0.942,0.00846,0.09508,0.21226,0.30734,0.00633,0.08021,0.19666,0.88175,0,-0.88175,0.02418,0.07073,-0.07073,-0.02237,0,0.02237
0.943,0.00841,0.0947,0.21188,0.30658,0.00629,0.0799,0.1963,0.88172,0,-0.88172,0.02402,0.07045,-0.07045,-0.02241,0,0.02241
0.944,0.00835,0.09433,0.2115,0.30583,0.00625,0.07958,0.19593,0.8817,0,-0.8817,0.02386,0.07017,-0.07017,-0.02244,0,0.02244
0.945,0.0083,0.09396,0.21112,0.30507,0.00621,0.07927,0.19557,0.88168,0,-0.88168,0.0237,0.06989,-0.06989,-0.02248,0,0.02248
0.946,0.00824,0.09358,0.21074,0.30432,0.00617,0.07895,0.1952,0.88166,0,-0.88166,0.02355,0.06961,-0.06961,-0.02251,0,0.02251
0.947,0.00819,0.09321,0.21036,0.30357,0.00613,0.07864,0.19484,0.88163,0,-0.88163,0.02339,0.06933,-0.06933,-0.02255,0,0.02255
0.948,0.00814,0.09284,0.20998,0.30282,0.00609,0.07833,0.19448,0.88161,0,-0.88161,0.02324,0.06906,-0.06906,-0.02258,0,0.02258
0.949,0.00808,0.09248,0.2096,0.30208,0.00605,0.07802,0.19411,0.88159,0,-0.88159,0.02308,0.06878,-0.06878,-0.02261,0,0.02261
0.95,0.00803,0.09211,0.20922,0.30133,0.00601,0.07771,0.19375,0.88157,0,-0.88157,0.02293,0.06851,-0.06851,-0.02264,0,0.02264
0.951,0.00798,0.09175,0.20884,0.30059,0.00597,0.0774,0.19339,0.88154,0,-0.88154,0.02278,0.06824,-0.06824,-0.02267,0,0.02267
0.952,0.00792,0.09138,0.20847,0.29985,0.00593,0.0771,0.19303,0.88152,0,-0.88152,0.02263,0.06796,-0.06796,-0.0227,0,0.0227
0.953,0.00787,0.09102,0.20809,0.29911,0.00589,0.07679,0.19267,0.8815,0,-0.8815,0.02248,0.06769,-0.06769,-0.02273,0,0.02273
0.954,0.00782,0.09066,0.20771,0.29837,0.00585,0.07649,0.19231,0.88148,0,-0.88148,0.02233,0.06742,-0.06742,-0.02276,0,0.02276
0.955,0.00777,0.0903,0.20733,0.29764,0.00581,0.07619,0.19195,0.88145,0,-0.88145,0.02219,0.06716,-0.06716,-0.02279,0,0.02279
0.956,0.00772,0.08995,0.20696,0.2969,0.00577,0.07589,0.19159,0.88143,0,-0.88143,0.02204,0.06689,-0.06689,-0.02281,0,0.02281
0.957,0.00767,0.08959,0.20658,0.29617,0.00574,0.07559,0.19123,0.88141,0,-0.88141,0.02189,0.06662,-0.06662,-0.02284,0,0.02284
0.958,0.00762,0.08924,0.20621,0.29544,0.0057,0.07529,0.19087,0.88138,0,-0.88138,0.02175,0.06636,-0.06636,-0.02286,0,0.02286
0.959,0.00757,0.08888,0.20583,0.29472,0.00566,0.07499,0.19051,0.88136,0,-0.88136,0.02161,0.06609,-0.06609,-0.02288,0,0.02288
0.96,0.00752,0.08853,0.20546,0.29399,0.00562,0.07469,0.19016,0.88134,0,-0.88134,0.02146,0.06583,-0.06583,-0.0229,0,0.0229
0.961,0.00747,0.08818,0.20508,0.29326,0.00559,0.0744,0.1898,0.88132,0,-0.88132,0.02132,0.06557,-0.06557,-0.02293,0,0.02293
0.962,0.00742,0.08783,0.20471,0.29254,0.00555,0.0741,0.18944,0.88129,0,-0.88129,0.02118,0.06531,-0.06531,-0.02295,0,0.02295
0.963,0.00737,0.08749,0.20434,0.29182,0.00551,0.07381,0.18908,0.88127,0,-0.88127,0.02104,0.06505,-0.06505,-0.02297,0,0.02297
0.964,0.00732,0.08714,0.20396,0.2911,0.00548,0.07352,0.18873,0.88125,0,-0.88125,0.0209,0.06479,-0.06479,-0.02299,0,0.02299
0.965,0.00727,0.08679,0.20359,0.29038,0.00544,0.07323,0.18837,0.88122,0,-0.88122,0.02076,0.06453,-0.06453,-0.023,0,0.023
0.966,0.00723,0.08645,0.20322,0.28967,0.00541,0.07294,0.18802,0.8812,0,-0.8812,0.02063,0.06427,-0.06427,-0.02302,0,0.02302
0.967,0.00718,0.08611,0.20285,0.28896,0.00537,0.07265,0.18766,0.88118,0,-0.88118,0.02049,0.06402,-0.06402,-0.02304,0,0.02304
0.968,0.00713,0.08577,0.20248,0.28824,0.00534,0.07236,0.18731,0.88116,0,-0.88116,0.02036,0.06376,-0.06376,-0.02305,0,0.02305
0.969,0.00708,0.08543,0.2021,0.28753,0.0053,0.07208,0.18696,0.88113,0,-0.88113,0.02022,0.06351,-0.06351,-0.02307,0,0.02307
0.97,0.00704,0.08509,0.20173,0.28682,0.00527,0.07179,0.1866,0.88111,0,-0.88111,0.02009,0.06326,-0.06326,-0.02308,0,0.02308
0.971,0.00699,0.08475,0.20136,0.28612,0.00523,0.07151,0.18625,0.88109,0,-0.88109,0.01995,0.06301,-0.06301,-0.0231,0,0.0231
0.972,0.00694,0.08442,0.20099,0.28541,0.0052,0.07123,0.1859,0.88106,0,-0.88106,0.01982,0.06275,-0.06275,-0.02311,0,0.02311
0.973,0.0069,0.08409,0.20062,0.28471,0.00516,0.07094,0.18554,0.88104,0,-0.88104,0.01969,0.0625,-0.0625,-0.02312,0,0.02312
0.974,0.00685,0.08375,0.20026,0.28401,0.00513,0.07066,0.18519,0.88102,0,-0.88102,0.01956,0.06226,-0.06226,-0.02313,0,0.02313
0.975,0.00681,0.08342,0.19989,0.28331,0.00509,0.07038,0.18484,0.88099,0,-0.88099,0.01943,0.06201,-0.06201,-0.02314,0,0.02314
0.976,0.00676,0.08309,0.19952,0.28261,0.00506,0.07011,0.18449,0.88097,0,-0.88097,0.0193,0.06176,-0.06176,-0.02315,0,0.02315
0.977,0.00672,0.08276,0.19915,0.28191,0.00503,0.06983,0.18414,0.88095,0,-0.88095,0.01918,0.06152,-0.06152,-0.02316,0,0.02316
0.978,0.00668,0.08244,0.19878,0.28122,0.005,0.06955,0.18379,0.88092,0,-0.88092,0.01905,0.06127,-0.06127,-0.02317,0,0.02317
0.979,0.00663,0.08211,0.19842,0.28053,0.00496,0.06928,0.18344,0.8809,0,-0.8809,0.01893,0.06103,-0.06103,-0.02318,0,0.02318
0.98,0.00659,0.08179,0.19805,0.27984,0.00493,0.069,0.18309,0.88088,0,-0.88088,0.0188,0.06078,-0.06078,-0.02318,0,0.02318
0.981,0.00654,0.08146,0.19768,0.27915,0.0049,0.06873,0.18274,0.88085,0,-0.88085,0.01868,0.06054,-0.06054,-0.02319,0,0.02319
0.982,0.0065,0.08114,0.19732,0.27846,0.00487,0.06846,0.1824,0.88083,0,-0.88083,0.01855,0.0603,-0.0603,-0.0232,0,0.0232
0.983,0.00646,0.08082,0.19695,0.27777,0.00483,0.06819,0.18205,0.88081,0,-0.88081,0.01843,0.06006,-0.06006,-0.0232,0,0.0232
0.984,0.00642,0.0805,0.19659,0.27709,0.0048,0.06792,0.1817,0.88078,0,-0.88078,0.01831,0.05982,-0.05982,-0.02321,0,0.02321
0.985,0.00637,0.08018,0.19622,0.2764,0.00477,0.06765,0.18136,0.88076,0,-0.88076,0.01819,0.05959,-0.05959,-0.02321,0,0.02321
0.986,0.00633,0.07986,0.19586,0.27572,0.00474,0.06738,0.18101,0.88074,0,-0.88074,0.01807,0.05935,-0.05935,-0.02321,0,0.02321
